,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
,367775,GCA_000185945.1,PRJNA62089,Cryptococcus gattii WM276,strain=WM276,GCF_000185945.1,18374760,Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.dna.toplevel.fa,GCF_000185945.1_ASM18594v1_genomic.fna.gz, 18374760, 18374760,Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.dna.toplevel.fa_vs_GCF_000185945.1_ASM18594v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,13056,18361704,0,0,0,0,0,0,Cryptococcus_gattii_wm276_gca_000185945_subject_array_1753408739.bin
,36911,GCA_001673695.2,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_001673695.ASM167369v2.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 11992787, 12128633,Clavispora_lusitaniae_gca_001673695.ASM167369v2.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml,0,0,3832,1345,2,0,13185,168983,8637864,0,30649,188691,3075353,0,8729,Clavispora_lusitaniae_gca_001673695_subject_array_1753408744.bin
,36911,GCA_009498055.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498055.ASM949805v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12081832, 12128633,Clavispora_lusitaniae_gca_009498055.ASM949805v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml,0,0,6327,1349,0,0,12003,127428,7580408,0,23937,193639,4171182,0,12360,Clavispora_lusitaniae_gca_009498055_subject_array_1753408749.bin
,36911,GCA_009498075.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498075.ASM949807v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12088036, 12128633,Clavispora_lusitaniae_gca_009498075.ASM949807v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml,0,0,11702,1380,0,0,6691,128350,3231378,0,13728,194107,8518350,0,22947,Clavispora_lusitaniae_gca_009498075_subject_array_1753408755.bin
,36911,GCA_009498095.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498095.ASM949809v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12103903, 12128633,Clavispora_lusitaniae_gca_009498095.ASM949809v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml,0,0,11738,1361,0,0,6625,128037,3272903,0,13624,193799,8477810,0,22736,Clavispora_lusitaniae_gca_009498095_subject_array_1753408760.bin
,36911,GCA_009498115.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498115.ASM949811v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12086894, 12128633,Clavispora_lusitaniae_gca_009498115.ASM949811v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml,0,0,11912,1338,0,0,6555,129024,3233881,0,13330,194201,8515351,0,23041,Clavispora_lusitaniae_gca_009498115_subject_array_1753408766.bin
,36911,GCA_009498135.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498135.ASM949813v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12096646, 12128633,Clavispora_lusitaniae_gca_009498135.ASM949813v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml,0,0,11558,1434,1,0,6671,127434,3276142,0,13699,193741,8475275,0,22678,Clavispora_lusitaniae_gca_009498135_subject_array_1753408771.bin
,37727,GCA_009556855.1,PRJNA945037,Talaromyces marneffei,na,GCF_009556855.1,28198338,Talaromyces_marneffei_gca_009556855.ASM955685v1.dna.toplevel.fa,GCF_009556855.1_ASM955685v1_genomic.fna.gz, 28198338, 28198338,Talaromyces_marneffei_gca_009556855.ASM955685v1.dna.toplevel.fa_vs_GCF_009556855.1_ASM955685v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,28198338,0,0,0,0,0,0,Talaromyces_marneffei_gca_009556855_subject_array_1753408783.bin
,37727,GCA_009650675.1,PRJNA945037,Talaromyces marneffei,na,GCF_009556855.1,28198338,Talaromyces_marneffei_gca_009650675.ASM965067v1.dna.toplevel.fa,GCF_009556855.1_ASM955685v1_genomic.fna.gz, 28216733, 28198338,Talaromyces_marneffei_gca_009650675.ASM965067v1.dna.toplevel.fa_vs_GCF_009556855.1_ASM955685v1_genomic.fna_blast.xml,0,0,1953,178,0,0,2185,308952,14183599,0,7148,45814,13641472,0,7037,Talaromyces_marneffei_gca_009650675_subject_array_1753408797.bin
,390896,GCA_010094035.1,PRJNA625778,Trematosphaeria pertusa,strain=CBS 122368,GCF_010094035.1,47745773,Trematosphaeria_pertusa_gca_010094035.Trepe1.dna.toplevel.fa,GCF_010094035.1_Trepe1_genomic.fna.gz, 47745773, 47745773,Trematosphaeria_pertusa_gca_010094035.Trepe1.dna.toplevel.fa_vs_GCF_010094035.1_Trepe1_genomic.fna_blast.xml,0,0,171,21,0,0,38,651049,47078599,0,54,1563,14076,0,202,Trematosphaeria_pertusa_gca_010094035_subject_array_1753408981.bin
,398673,GCA_001481775.2,PRJNA342687,Trichoderma gamsii,strain=T6085,GCF_001481775.2,37908251,Trichoderma_gamsii_gca_001481775.TGAM01v2.dna.toplevel.fa,GCF_001481775.2_TGAM01v2_genomic.fna.gz, 37908251, 37908251,Trichoderma_gamsii_gca_001481775.TGAM01v2.dna.toplevel.fa_vs_GCF_001481775.2_TGAM01v2_genomic.fna_blast.xml,0,0,0,0,0,0,1,0,37908241,0,3,6,0,0,0,Trichoderma_gamsii_gca_001481775_subject_array_1753408999.bin
,40302,GCA_000988165.1,PRJNA445857,Vairimorpha ceranae,strain=PA08 1199,GCF_000988165.1,5690748,Nosema_ceranae_gca_000988165.ASM98816v1.dna.toplevel.fa,GCF_000988165.1_ASM98816v1_genomic.fna.gz, 5690748, 5690748,Nosema_ceranae_gca_000988165.ASM98816v1.dna.toplevel.fa_vs_GCF_000988165.1_ASM98816v1_genomic.fna_blast.xml,0,0,0,1,0,0,7,0,5690665,0,7,28,40,0,0,Nosema_ceranae_gca_000988165_subject_array_1753409003.bin
,41047,GCA_002237265.2,PRJNA495493,Aspergillus thermomutatus,strain=HMR AF 39,GCF_002237265.1,30945974,Aspergillus_thermomutatus_gca_002237265.ASM223726v2.dna.toplevel.fa,GCF_002237265.1_ASM223726v2_genomic.fna.gz, 30945974, 30945974,Aspergillus_thermomutatus_gca_002237265.ASM223726v2.dna.toplevel.fa_vs_GCF_002237265.1_ASM223726v2_genomic.fna_blast.xml,0,0,0,0,0,0,5,0,30945952,0,3,13,1,0,0,Aspergillus_thermomutatus_gca_002237265_subject_array_1753409013.bin
,41067,GCA_002847045.1,PRJNA453588,Aspergillus candidus,strain=CBS 102.13,GCF_002847045.1,27317772,Aspergillus_candidus_gca_002847045.Aspcand1.dna.toplevel.fa,GCF_002847045.1_Aspcand1_genomic.fna.gz, 27317772, 27317772,Aspergillus_candidus_gca_002847045.Aspcand1.dna.toplevel.fa_vs_GCF_002847045.1_Aspcand1_genomic.fna_blast.xml,0,0,0,0,0,0,0,7849,27309921,0,0,2,0,0,0,Aspergillus_candidus_gca_002847045_subject_array_1753409023.bin
,416450,GCA_002072345.1,PRJNA973687,Penicillium antarcticum,strain=IBT 31339,GCF_028974205.1,30836278,Penicillium_antarcticum_gca_002072345.ASM207234v1.dna.toplevel.fa,GCF_028974205.1_ASM2897420v1_genomic.fna.gz, 31454985, 30863694,Penicillium_antarcticum_gca_002072345.ASM207234v1.dna.toplevel.fa_vs_GCF_028974205.1_ASM2897420v1_genomic.fna_blast.xml,0,0,1587,225,0,0,1910,296141,19488093,0,6029,76492,10989098,0,4119,Penicillium_antarcticum_gca_002072345_subject_array_1753409037.bin
,418784,GCA_003013735.1,PRJNA453594,Candidozyma pseudohaemuli,strain=B12108,GCF_003013735.1,12591275,Candida_pseudohaemulonis.GCA003013735v1.dna.toplevel.fa,GCF_003013735.1_Cand_pseudohaemulonii_B12108_genomic.fna.gz, 12591275, 12591275,Candida_pseudohaemulonis.GCA003013735v1.dna.toplevel.fa_vs_GCF_003013735.1_Cand_pseudohaemulonii_B12108_genomic.fna_blast.xml,0,0,0,0,0,0,0,545,12590729,0,0,1,0,0,0,Candida_pseudohaemulonis_subject_array_1753409042.bin
,420778,GCA_001006355.1,PRJNA1140289,Diplodia seriata,strain=FDS-637,GCF_021436955.1,37536239,Diplodia_seriata_gca_001006355.UCDDS831v0.1.dna.toplevel.fa,GCF_021436955.1_ASM2143695v3_genomic.fna.gz, 37120944, 37536239,Diplodia_seriata_gca_001006355.UCDDS831v0.1.dna.toplevel.fa_vs_GCF_021436955.1_ASM2143695v3_genomic.fna_blast.xml,0,0,25767,3809,1,0,23475,1753551,17173074,0,58654,708812,17724366,0,64730,Diplodia_seriata_gca_001006355_subject_array_1753409057.bin
,42260,GCA_013402915.1,PRJNA670754,Zygotorulaspora mrakii,strain=NRRL Y-6702,GCF_013402915.1,10412516,Zygotorulaspora_mrakii_gca_013402915.ASM1340291v1.dna.toplevel.fa,GCF_013402915.1_ASM1340291v1_genomic.fna.gz, 10450160, 10450160,Zygotorulaspora_mrakii_gca_013402915.ASM1340291v1.dna.toplevel.fa_vs_GCF_013402915.1_ASM1340291v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,10450160,0,0,0,0,0,0,Zygotorulaspora_mrakii_gca_013402915_subject_array_1753409063.bin
,426428,GCA_000149955.2,PRJNA342688,Fusarium oxysporum f. sp. lycopersici 4287,strain=4287,GCF_000149955.1,61386934,Fusarium_oxysporum_f_sp_lycopersici_4287_gca_000149955.ASM14995v2.dna.toplevel.fa,GCF_000149955.1_ASM14995v2_genomic.fna.gz, 61471697, 61386934,Fusarium_oxysporum_f_sp_lycopersici_4287_gca_000149955.ASM14995v2.dna.toplevel.fa_vs_GCF_000149955.1_ASM14995v2_genomic.fna_blast.xml,0,0,44,1,0,0,107,1443809,59866519,0,29,206,76202,0,17,Fusarium_oxysporum_f_sp_lycopersici_4287_gca_000149955_subject_array_1753409118.bin
,431241,GCA_000167675.2,PRJNA225530,Trichoderma reesei QM6a,strain=QM6a,GCF_000167675.1,33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa,GCF_000167675.1_v2.0_genomic.fna.gz, 33395713, 33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa_vs_GCF_000167675.1_v2.0_genomic.fna_blast.xml,0,0,1,1,0,0,8,46740,33348830,0,1,24,106,0,2,Trichoderma_reesei_subject_array_1753409132.bin
,431241,GCA_000167675.2,PRJNA225530,Trichoderma reesei QM6a,strain=QM6a,GCF_000167675.1,33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa,GCF_000167675.1_v2.0_genomic.fna.gz, 33395713, 33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa_vs_GCF_000167675.1_v2.0_genomic.fna_blast.xml,0,0,1,1,0,0,8,46740,33348830,0,1,24,106,0,2,Trichoderma_reesei_subject_array_1753409144.bin
,441959,GCA_000003125.1,PRJNA38857,Talaromyces stipitatus ATCC 10500,strain=ATCC 10500,GCF_000003125.1,35685443,Talaromyces_stipitatus_atcc_10500_gca_000003125.JCVI-TSTA1-3.0.dna.toplevel.fa,GCF_000003125.1_JCVI-TSTA1-3.0_genomic.fna.gz, 35685443, 35685443,Talaromyces_stipitatus_atcc_10500_gca_000003125.JCVI-TSTA1-3.0.dna.toplevel.fa_vs_GCF_000003125.1_JCVI-TSTA1-3.0_genomic.fna_blast.xml,0,0,175,10,0,0,181,124601,35454870,0,84,632,104860,0,30,Talaromyces_stipitatus_atcc_10500_gca_000003125_subject_array_1753409179.bin
,443226,GCA_000170175.2,PRJNA1128268,Coccidioides posadasii str. Silveira,strain=Silveira,GCF_018416015.2,28193268,Coccidioides_posadasii_str_silveira_gca_000170175.CPS2.dna.toplevel.fa,GCF_018416015.2_ASM1841601v2_genomic.fna.gz, 27583241, 28193268,Coccidioides_posadasii_str_silveira_gca_000170175.CPS2.dna.toplevel.fa_vs_GCF_018416015.2_ASM1841601v2_genomic.fna_blast.xml,0,0,2429,243,0,0,3133,236583,13949903,0,3355,48747,13946013,0,2862,Coccidioides_posadasii_str_silveira_gca_000170175_subject_array_1753409214.bin
,447093,GCA_000150115.1,PRJNA786948,Histoplasma capsulatum G186AR,strain=G186AR,GCF_000150115.1,30438878,Histoplasma_capsulatum_g186ar_gca_000150115.ASM15011v1.dna.toplevel.fa,GCF_000150115.1_ASM15011v1_genomic.fna.gz, 30483324, 30483324,Histoplasma_capsulatum_g186ar_gca_000150115.ASM15011v1.dna.toplevel.fa_vs_GCF_000150115.1_ASM15011v1_genomic.fna_blast.xml,0,0,4,0,0,0,20,200246,30281982,0,17,168,884,0,3,Histoplasma_capsulatum_g186ar_gca_000150115_subject_array_1753409252.bin
,45133,GCA_008931885.1,PRJNA645153,Lasiodiplodia theobromae,strain=AM2As,GCF_012971845.1,43694574,Lasiodiplodia_theobromae_gca_008931885.ASM893188v1.dna.toplevel.fa,GCF_012971845.1_ASM1297184v1_genomic.fna.gz, 43925353, 43694574,Lasiodiplodia_theobromae_gca_008931885.ASM893188v1.dna.toplevel.fa_vs_GCF_012971845.1_ASM1297184v1_genomic.fna_blast.xml,1,0,16683,2836,0,0,15930,2215946,20362177,0,34153,637752,20372711,0,36385,Lasiodiplodia_theobromae_gca_008931885_subject_array_1753409273.bin
,45151,GCA_003171545.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003171545.PtrARCrossB10.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 33774030, 40922052,Pyrenophora_tritici_repentis_gca_003171545.PtrARCrossB10.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml,0,0,7441,955,3,0,6759,502993,18293904,0,9741,380835,21708656,0,10765,Pyrenophora_tritici_repentis_gca_003171545_subject_array_1753409315.bin
,45151,GCA_003231325.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231325.Ptr134.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34046531, 40922052,Pyrenophora_tritici_repentis_gca_003231325.Ptr134.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml,0,0,8006,1273,0,0,8117,503052,19952723,0,12368,448823,19974571,0,13119,Pyrenophora_tritici_repentis_gca_003231325_subject_array_1753409360.bin
,45151,GCA_003231345.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231345.Ptr5213.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34183844, 40922052,Pyrenophora_tritici_repentis_gca_003231345.Ptr5213.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml,0,0,6403,1003,3,0,7071,422123,20533372,0,12182,427956,19501766,0,10173,Pyrenophora_tritici_repentis_gca_003231345_subject_array_1753409405.bin
,45151,GCA_003231355.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231355.Ptr11137.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 33921061, 40922052,Pyrenophora_tritici_repentis_gca_003231355.Ptr11137.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml,1,0,6801,1103,1,0,7275,1003696,19796007,0,11014,446063,19639368,0,10723,Pyrenophora_tritici_repentis_gca_003231355_subject_array_1753409440.bin
,45151,GCA_003231365.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231365.Ptr239.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34483177, 40922052,Pyrenophora_tritici_repentis_gca_003231365.Ptr239.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml,0,0,6291,719,5,0,5888,362024,19385858,0,10545,397273,20743655,0,9794,Pyrenophora_tritici_repentis_gca_003231365_subject_array_1753409485.bin
,45151,GCA_003231425.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231425.Ptr86-124.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34439723, 40922052,Pyrenophora_tritici_repentis_gca_003231425.Ptr86-124.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml,0,0,6325,939,0,0,6054,416827,19259809,0,8826,340872,20873027,0,9373,Pyrenophora_tritici_repentis_gca_003231425_subject_array_1753409527.bin
,45151,GCA_008692205.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_008692205.Ptr_V0001.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 40408077, 40922052,Pyrenophora_tritici_repentis_gca_008692205.Ptr_V0001.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml,0,0,3200,126,0,0,3099,186842,25635998,0,3748,31589,15054116,0,3334,Pyrenophora_tritici_repentis_gca_008692205_subject_array_1753409599.bin
,45357,GCA_002926055.1,PRJNA479898,Candidozyma haemuli,strain=B11899,GCF_002926055.2,13274804,Candida_haemuloni.GCA002926055v1.dna.toplevel.fa,GCF_002926055.2_CanHae_1.0_genomic.fna.gz, 13314323, 13314323,Candida_haemuloni.GCA002926055v1.dna.toplevel.fa_vs_GCF_002926055.2_CanHae_1.0_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,13314323,0,0,0,0,0,0,Candida_haemuloni_subject_array_1753409606.bin
,45607,GCA_002251995.2,PRJNA453587,Wickerhamiella sorbophila,strain=DS02,GCF_002251995.1,8129113,Wickerhamiella_sorbophila_gca_002251995.ASM225199v2.dna.toplevel.fa,GCF_002251995.1_ASM225199v2_genomic.fna.gz, 8152740, 8152740,Wickerhamiella_sorbophila_gca_002251995.ASM225199v2.dna.toplevel.fa_vs_GCF_002251995.1_ASM225199v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,8152740,0,0,0,0,0,0,Wickerhamiella_sorbophila_gca_002251995_subject_array_1753409610.bin
,456999,GCA_001286725.1,PRJNA727464,Rhizoctonia solani,strain=AG-1 IA,GCF_016906535.1,40703773,Rhizoctonia_solani_gca_001286725.AG22IIIB.dna.toplevel.fa,GCF_016906535.1_ASM1690653v1_genomic.fna.gz, 56028462, 40703773,Rhizoctonia_solani_gca_001286725.AG22IIIB.dna.toplevel.fa_vs_GCF_016906535.1_ASM1690653v1_genomic.fna_blast.xml,9,0,62498,15097,8,0,41117,31749265,2714594,0,88248,1715924,4184572,0,132441,Rhizoctonia_solani_gca_001286725_subject_array_1753409615.bin
,460523,GCA_001664045.1,PRJNA342693,Ogataea polymorpha,strain=NCYC 495 leu1.1,GCF_001664045.1,8974371,Ogataea_polymorpha_gca_001664045.Hanpo2.dna.toplevel.fa,GCF_001664045.1_Hanpo2_genomic.fna.gz, 8974371, 8974371,Ogataea_polymorpha_gca_001664045.Hanpo2.dna.toplevel.fa_vs_GCF_001664045.1_Hanpo2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,8974371,0,0,0,0,0,0,Ogataea_polymorpha_gca_001664045_subject_array_1753409619.bin
,470096,GCA_010093815.1,PRJNA625776,Pseudovirgaria hyperparasitica,strain=CBS 121739,GCF_010093815.1,35440147,Pseudovirgaria_hyperparasitica_gca_010093815.Psehy1.dna.toplevel.fa,GCF_010093815.1_Psehy1_genomic.fna.gz, 35440147, 35440147,Pseudovirgaria_hyperparasitica_gca_010093815.Psehy1.dna.toplevel.fa_vs_GCF_010093815.1_Psehy1_genomic.fna_blast.xml,0,0,35,2,0,0,6,263101,35173097,0,5,435,3440,0,26,Pseudovirgaria_hyperparasitica_gca_010093815_subject_array_1753409686.bin
,48254,GCA_013694445.1,PRJNA670758,Torulaspora globosa,strain=CBS764,GCF_014133895.1,9281121,Torulaspora_globosa_gca_013694445.ASM1369444v1.dna.toplevel.fa,GCF_014133895.1_ASM1413389v1_genomic.fna.gz, 9264691, 9281121,Torulaspora_globosa_gca_013694445.ASM1369444v1.dna.toplevel.fa_vs_GCF_014133895.1_ASM1413389v1_genomic.fna_blast.xml,0,0,4580,3459,1,0,23389,1184262,5823445,0,84204,1043709,1098092,0,15980,Torulaspora_globosa_gca_013694445_subject_array_1753409691.bin
,48254,GCA_014133895.1,PRJNA670758,Torulaspora globosa,strain=CBS764,GCF_014133895.1,9281121,Torulaspora_globosa_gca_014133895.ASM1413389v1.dna.toplevel.fa,GCF_014133895.1_ASM1413389v1_genomic.fna.gz, 9281121, 9281121,Torulaspora_globosa_gca_014133895.ASM1413389v1.dna.toplevel.fa_vs_GCF_014133895.1_ASM1413389v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,9281121,0,0,0,0,0,0,Torulaspora_globosa_gca_014133895_subject_array_1753409695.bin
,486041,GCA_000143565.1,PRJNA29019,Laccaria bicolor S238N-H82,strain=S238N-H82,GCF_000143565.1,64877444,Laccaria_bicolor_s238n_h82_gca_000143565.V1.0.dna.toplevel.fa,GCF_000143565.1_V1.0_genomic.fna.gz, 64877444, 64877444,Laccaria_bicolor_s238n_h82_gca_000143565.V1.0.dna.toplevel.fa_vs_GCF_000143565.1_V1.0_genomic.fna_blast.xml,0,0,303,50,0,0,495,6111446,58507526,0,183,4343,252786,0,312,Laccaria_bicolor_s238n_h82_gca_000143565_subject_array_1753410648.bin
,4909,GCA_000764455.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_000764455.ASM76445v1.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 12940563, 10812555,Pichia_kudriavzevii_gca_000764455.ASM76445v1.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml,0,0,1482,100,0,0,1805,24587,5993780,0,5492,38068,4743163,0,4078,Pichia_kudriavzevii_gca_000764455_subject_array_1753410674.bin
,4909,GCA_001983325.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_001983325.ASM198332v1.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 11679144, 10812555,Pichia_kudriavzevii_gca_001983325.ASM198332v1.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml,0,0,1733,135,0,0,1761,25578,5680914,0,4536,31940,5061546,0,4412,Pichia_kudriavzevii_gca_001983325_subject_array_1753410679.bin
,4909,GCA_002166775.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_002166775.Cand_krus_Ckrusei653_V21.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 10910993, 10812555,Pichia_kudriavzevii_gca_002166775.Cand_krus_Ckrusei653_V21.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml,0,0,902,102,0,0,2123,10635,8156052,0,8566,35217,2595132,0,3826,Pichia_kudriavzevii_gca_002166775_subject_array_1753410684.bin
,4909,GCA_003054445.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_003054445.ASM305444v1.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 10863895, 10812555,Pichia_kudriavzevii_gca_003054445.ASM305444v1.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,10812555,0,0,0,0,0,0,Pichia_kudriavzevii_gca_003054445_subject_array_1753410688.bin
,4956,GCA_000026365.1,PRJNA39573,Zygosaccharomyces rouxii,strain=CBS 732,GCF_000026365.1,9764635,Zygosaccharomyces_rouxii_gca_000026365.ASM2636v1.dna.toplevel.fa,GCF_000026365.1_ASM2636v1_genomic.fna.gz, 9764635, 9764635,Zygosaccharomyces_rouxii_gca_000026365.ASM2636v1.dna.toplevel.fa_vs_GCF_000026365.1_ASM2636v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,1262,9763366,0,0,0,7,0,0,Zygosaccharomyces_rouxii_gca_000026365_subject_array_1753410692.bin
,4956,GCA_001972345.1,PRJNA39573,Zygosaccharomyces rouxii,strain=CBS 732,GCF_000026365.1,9764635,Zygosaccharomyces_rouxii_gca_001972345.ZYGR_assembly01.dna.toplevel.fa,GCF_000026365.1_ASM2636v1_genomic.fna.gz, 19269454, 9764635,Zygosaccharomyces_rouxii_gca_001972345.ZYGR_assembly01.dna.toplevel.fa_vs_GCF_000026365.1_ASM2636v1_genomic.fna_blast.xml,0,0,570,342,1,0,2969,85867,9515887,0,6717,74094,77388,0,800,Zygosaccharomyces_rouxii_gca_001972345_subject_array_1753410696.bin
,498019,GCA_001189475.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_001189475.ASM118947v1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12498763, 12249773,_candida_auris_gca_001189475.ASM118947v1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml,0,0,3562,266,0,0,3167,71584,6693393,0,3638,71768,5397943,0,4452,_candida_auris_gca_001189475_subject_array_1753410701.bin
,498019,GCA_002759435.2,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,Candida_auris.GCA002759435v2.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12365959, 12249773,Candida_auris.GCA002759435v2.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml,1,0,2909,333,0,0,3900,104772,8460530,0,4934,71414,3597961,0,3019,Candida_auris_subject_array_1753410706.bin
,498019,GCA_002775015.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_002775015.Cand_auris_B11221_V1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12741178, 12249773,_candida_auris_gca_002775015.Cand_auris_B11221_V1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml,0,0,1574,340,0,0,5439,35523,9188357,0,6534,70527,2939539,0,1940,_candida_auris_gca_002775015_subject_array_1753410711.bin
