##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_018583745.1	PRJNA485481	na	na	na	10454	10454	Spodoptera exigua multiple nucleopolyhedrovirus	na	SeMNPV-QD	latest	Complete Genome	Major	Full	2023-05-04	ASM1858374v1	College of Plant Health and Medicine, Qingdao Agricultural University	GCA_018583745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/745/GCF_018583745.1_ASM1858374v1	na	ICTV species exemplar	na	haploid	viral	128525	128525	37.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	127	127	0	na
GCF_000868825.1	PRJNA485481	na	na	na	10455	3048335	Spodoptera frugiperda multiple nucleopolyhedrovirus	na	3AP2	latest	Complete Genome	Major	Full	2010-04-15	ViralProj18827	Invasive Insect Biocontrol and Behavior Laboratory, USDA Agricultural Research Service, Plant Sciences Institute	GCA_000868825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/868/825/GCF_000868825.1_ViralProj18827	na	ICTV species exemplar	na	haploid	viral	131331	131331	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	143	143	0	18272770
GCF_002819145.1	PRJNA485481	na	na	na	10456	3048336	Spodoptera littoralis nucleopolyhedrovirus	na	AN1956	latest	Complete Genome	Major	Full	2018-08-24	ASM281914v1	USDA Agricultural Research Service, Biological Control of Insects Research Laboratory	GCA_002819145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/819/145/GCF_002819145.1_ASM281914v1	na	ICTV species exemplar	na	haploid	viral	137998	137998	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-25	132	132	0	23219924
GCF_002819185.1	PRJNA485481	na	na	na	10464	3047353	Agrotis segetum granulovirus	strain=DA	na	latest	Complete Genome	Major	Full	2018-08-24	ASM281918v1	Insect Virology and Molecular Insect Pathology, Julius Kuehn Institute, Federal Research Centre for Cultivated Plants	GCA_002819185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/819/185/GCF_002819185.1_ASM281918v1	na	ICTV species exemplar	na	haploid	viral	131557	131557	37.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-24	152	152	0	na
GCF_002988075.1	PRJNA485481	na	na	na	10479	2843841	Thermoproteus tenax virus 1	strain=KRA1	na	latest	Chromosome	Major	Partial	2018-08-24	ASM298807v1	Neumann H., Max Planck Institut fuer Biochemie, Am Klopferspitz, 8033 Martinsried, F R G	GCA_002988075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/988/075/GCF_002988075.1_ASM298807v1	partial	ICTV species exemplar	na	haploid	viral	13669	13669	37.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	37	37	0	2505050
GCF_000867225.2	PRJNA485481	na	na	na	10484	10484	Ichnoviriform sonorense	strain=Texas A&M	na	latest	Complete Genome	Major	Full	2006-05-05	ViralMultiSegProj16738	Entomology - Molecular Biology and Genetics, University of Kentucky	GCA_000867225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/867/225/GCF_000867225.2_ViralMultiSegProj16738	na	ICTV species exemplar	na	haploid	viral	240596	240596	41.000000	23	23	23	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	5	5	0	16380146;9343208
GCF_000844425.1	PRJNA485481	na	na	na	10493	10493	Frog virus 3	na	na	latest	Complete Genome	Major	Full	2004-06-25	ViralProj14560	Department of Biological Sciences, Western Michigan University	GCA_000844425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/844/425/GCF_000844425.1_ViralProj14560	na	ICTV species exemplar	na	haploid	viral	105903	105903	55.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	99	99	0	15165820
GCF_000858485.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	strain=BA71V	na	latest	Complete Genome	Major	Full	2014-11-18	ViralProj15242	Centro de Biologia Molecular Sebero Ochoa	GCA_000858485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/485/GCF_000858485.1_ViralProj15242	na	ICTV species exemplar	na	haploid	viral	170101	170101	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	152	152	0	2325203;1309282;1583732;2325202;2389555;1316688;1994575;2327074;7933107;3763393;7856088;8102411;11831707;8139051;8178480;8262374;8245848;8293992;8266720;8335009;8382399;8474154;8393914;8503790;8438592;8506138;9049318
GCF_003032865.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	strain=L60	na	latest	Complete Genome	Major	Full	2019-10-02	ASM303286v1	Biochemistry and Microbiology, University of Victoria	GCA_003032865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/865/GCF_003032865.1_ASM303286v1	na	ICTV additional isolate	na	haploid	viral	182362	182362	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	163	163	0	25406173
GCF_003032875.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	strain=BA71	na	latest	Chromosome	Major	Partial	2019-10-02	ASM303287v1	Centro de Biologia Molecular Severo Ochoa (CSIC-UAM)	GCA_003032875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/875/GCF_003032875.1_ASM303287v1	partial	ICTV additional isolate	na	haploid	viral	180365	180365	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	161	161	0	26618713
GCF_003032885.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	strain=NHV	na	latest	Complete Genome	Major	Full	2019-10-02	ASM303288v1	Biochemistry and Microbiology, University of Victoria	GCA_003032885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/885/GCF_003032885.1_ASM303288v1	na	ICTV additional isolate	na	haploid	viral	172051	172051	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	158	158	0	25406173
GCF_003032895.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Kenya 1950	latest	Complete Genome	Major	Full	2019-10-02	ASM303289v1	African Swine Fever Research, Plum Island Animal Disease Center, U.S. Dept. Agriculture, Agricultural Research Service	GCA_003032895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/895/GCF_003032895.1_ASM303289v1	na	ICTV additional isolate	na	haploid	viral	193886	193886	38.500000	1	1	1	na	na		0	0	0	na
GCF_003032905.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	strain=Ken05/Tk1	na	latest	Complete Genome	Major	Full	2019-10-02	ASM303290v1	Biochemistry and Microbiology, University of Victoria	GCA_003032905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/905/GCF_003032905.1_ASM303290v1	na	ICTV additional isolate	na	haploid	viral	191058	191058	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	168	168	0	25645905
GCF_003032915.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	strain=Ken06.Bus	na	latest	Complete Genome	Major	Full	2019-10-02	ASM303291v1	Biochemistry and Microbiology, University of Victoria	GCA_003032915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/915/GCF_003032915.1_ASM303291v1	na	ICTV additional isolate	na	haploid	viral	184368	184368	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	161	161	0	25645905
GCF_003032925.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	26544/OG10	latest	Complete Genome	Major	Full	2019-10-02	26544_10	Istituto Zooprofilattico Sperimentale della Sardegna "G. Pegreffi"	GCA_003032925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/925/GCF_003032925.1_26544_10	na	ICTV additional isolate	na	haploid	viral	182906	182906	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	164	164	0	na
GCF_003032935.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Odintsovo_02/14	latest	Complete Genome	Major	Full	2019-10-02	ASM303293v1	ASF Reference Laboratoty, FGBI; Federal Centre for Animal Health	GCA_003032935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/935/GCF_003032935.1_ASM303293v1	na	ICTV additional isolate	na	haploid	viral	189333	189333	38.500000	1	1	1	na	na		0	0	0	na
GCF_003032945.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Warthog	latest	Complete Genome	Major	Full	2019-10-02	ASM303294v1	African Swine Fever Research, Plum Island Animal Disease Center, U.S. Dept. Agriculture, Agricultural Research Service	GCA_003032945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/945/GCF_003032945.1_ASM303294v1	na	ICTV additional isolate	na	haploid	viral	186528	186528	38.500000	1	1	1	na	na		0	0	0	na
GCF_003032955.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Warmbaths	latest	Complete Genome	Major	Full	2019-10-02	ASM303295v1	African Swine Fever Research, Plum Island Animal Disease Center, U.S. Dept. Agriculture, Agricultural Research Service	GCA_003032955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/955/GCF_003032955.1_ASM303295v1	na	ICTV additional isolate	na	haploid	viral	190773	190773	38.500000	1	1	1	na	na		0	0	0	na
GCF_003032965.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Tengani 62	latest	Complete Genome	Major	Full	2019-10-02	ASM303296v1	African Swine Fever Research, Plum Island Animal Disease Center, U.S. Dept. Agriculture, Agricultural Research Service	GCA_003032965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/965/GCF_003032965.1_ASM303296v1	na	ICTV additional isolate	na	haploid	viral	185689	185689	38.500000	1	1	1	na	na		0	0	0	na
GCF_003032975.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Pretorisuskop/96/4	latest	Complete Genome	Major	Full	2019-10-02	ASM303297v1	African Swine Fever Research, Plum Island Animal Disease Center, U.S. Dept. Agriculture, Agricultural Research Service	GCA_003032975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/975/GCF_003032975.1_ASM303297v1	na	ICTV additional isolate	na	haploid	viral	190324	190324	38.500000	1	1	1	na	na		0	0	0	na
GCF_003032985.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Mkuzi 1979	latest	Complete Genome	Major	Full	2019-10-02	ASM303298v1	African Swine Fever Research, Plum Island Animal Disease Center, U.S. Dept. Agriculture, Agricultural Research Service	GCA_003032985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/985/GCF_003032985.1_ASM303298v1	na	ICTV additional isolate	na	haploid	viral	192714	192714	38.500000	1	1	1	na	na		0	0	0	na
GCF_003032995.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	Malawi Lil-20/1 (1983)	latest	Complete Genome	Major	Full	2019-10-02	ASM303299v1	African Swine Fever Research, Plum Island Animal Disease Center, U.S. Dept. Agriculture, Agricultural Research Service	GCA_003032995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/995/GCF_003032995.1_ASM303299v1	na	ICTV additional isolate	na	haploid	viral	187612	187612	38.000000	1	1	1	na	na		0	0	0	na
GCF_003033005.1	PRJNA485481	na	na	na	10497	10497	African swine fever virus	na	47/Ss/2008	latest	Complete Genome	Major	Full	2019-10-02	ASM303300v1	Department of Biomedical Sciences and Veterinary Public Health, Swedish University of Agricultural Sciences (SLU)	GCA_003033005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/033/005/GCF_003033005.1_ASM303300v1	na	ICTV additional isolate	na	haploid	viral	184638	184638	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	235	235	0	na
GCF_003047755.2	PRJNA485481	SAMEA6080457	na	na	10497	10497	African swine fever virus	na	ASFV Georgia 2007/1	latest	Complete Genome	Major	Full	2020-10-13	ASM304775v2	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493, Germany	GCA_003047755.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/755/GCF_003047755.2_ASM304775v2	na	ICTV additional isolate	na	haploid	viral	190584	190584	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	200	194	0	21470447
GCF_000847045.1	PRJNA485481	na	na	na	10506	10506	Paramecium bursaria Chlorella virus 1	na	na	latest	Complete Genome	Major	Full	2011-07-15	ViralProj14564	NCBI	GCA_000847045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/045/GCF_000847045.1_ViralProj14564	na	ICTV species exemplar	na	haploid	viral	330611	330611	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-07	813	802	10	11021991;8806566;7676624;10544099;7831789;19828609;8614977;9356347
GCF_000844245.1	PRJNA485481	na	na	na	10510	129950	Bovine adenovirus 3	strain=WBR-1	na	latest	Complete Genome	Major	Full	2000-08-01	ViralProj14515	Veterinary Infectious Disease Organization, University of Saskatchewan	GCA_000844245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/844/245/GCF_000844245.1_ViralProj14515	na	ICTV species exemplar	na	haploid	viral	34446	34446	54.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-03-30	29	27	0	9654686;9445040;9778793;9918888
GCF_000857845.1	PRJNA485481	na	na	na	10512	10537	Canine adenovirus 1	na	na	latest	Complete Genome	Major	Full	2004-12-01	ViralProj15101	MRC Virology Unit	GCA_000857845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/857/845/GCF_000857845.1_ViralProj15101	na	na	na	haploid	viral	30536	30536	47.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	na	na	na	9129661;14573794
GCF_000856885.1	PRJNA485481	na	na	na	10514	10537	Canine adenovirus 2	na	na	latest	Complete Genome	Major	Full	2004-12-01	ViralProj15102	MRC Virology Unit	GCA_000856885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/885/GCF_000856885.1_ViralProj15102	na	na	na	haploid	viral	31323	31323	50.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	na	na	na	14573794;2800332
GCF_000859465.1	PRJNA485481	na	na	na	10515	129951	Human adenovirus 2	na	na	latest	Complete Genome	Major	Full	2004-12-01	ViralProj15106	MRC Virology Unit	GCA_000859465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/465/GCF_000859465.1_ViralProj15106	na	na	na	haploid	viral	35937	35937	55.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	na	na	na	227610;83649;318160;455453;318165;318167;551290;4823869;454416;2408761;4331202;6145146;925035;6117824;6206566;6253988;6094534;6136617;6306252;6296434;6186991;6164992;6336325;6593702;6258984;6334081;6336328;6985478;6259616;6336330;6574459;7142161;6307816;6492252;6897915;6495658;6308889;6699947;6930642;6834467;6985474;6842608;7254339;6857999;6985487;6927849;7343420;6933038;7428037;6985479;14573794;7105179;7142162
GCF_000859485.1	PRJNA485481	na	na	na	10519	108098	Human adenovirus 7	na	na	latest	Complete Genome	Major	Full	2004-12-01	ViralProj15114	MRC Virology Unit	GCA_000859485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/485/GCF_000859485.1_ViralProj15114	na	na	na	haploid	viral	35514	35514	51.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	na	na	na	15448340
GCF_000857885.1	PRJNA485481	na	na	na	10522	108098	Human adenovirus 35	na	na	latest	Complete Genome	Major	Full	2004-12-01	ViralProj15115	MRC Virology Unit	GCA_000857885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/857/885/GCF_000857885.1_ViralProj15115	na	na	na	haploid	viral	34794	34794	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	na	na	na	15448340;12857895
GCF_000858645.1	PRJNA485481	na	na	na	10533	129951	Human adenovirus 1	na	na	latest	Complete Genome	Major	Full	2004-12-01	ViralProj15113	MRC Virology Unit	GCA_000858645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/645/GCF_000858645.1_ViralProj15113	na	na	na	haploid	viral	36001	36001	55.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	na	na	na	15448340;15302955
GCF_000845925.1	PRJNA485481	na	na	na	10537	10537	Canine mastadenovirus A	na	RI261	latest	Complete Genome	Major	Full	2000-08-01	ViralProj14516	M.D. Morrison, University of Glasgow Vet School, Department of Veterinary Pathology, Garscube Estate, Bearsden Road, Glasgow G61 1QH, UK	GCA_000845925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/925/GCF_000845925.1_ViralProj14516	na	ICTV species exemplar	na	haploid	viral	30536	30536	47.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-12-20	30	30	0	9129661
GCF_002818015.1	PRJNA485481	na	na	na	10546	129953	Bovine adenovirus 1	na	na	latest	Complete Genome	Major	Full	2019-10-02	ASM281801v1	NCBI	GCA_002818015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/818/015/GCF_002818015.1_ASM281801v1	na	ICTV species exemplar	na	haploid	viral	34185	34185	49.000000	1	1	1	na	na		0	0	0	na
GCF_000863665.1	PRJNA485481	na	na	na	10561	10561	Xipapillomavirus 1	na	na	latest	Complete Genome	Major	Full	2002-09-20	ViralProj15452	Microbiology & Immunology, Albert Einstein College of Medicine	GCA_000863665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/665/GCF_000863665.1_ViralProj15452	na	ICTV species exemplar	na	haploid	viral	7276	7276	43.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	8	8	0	12208979
GCF_000838705.1	PRJNA485481	na	na	na	10564	10564	Deltapapillomavirus 2	na	na	latest	Complete Genome	Major	Full	2000-08-01	ViralProj14073	NCBI	GCA_000838705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/705/GCF_000838705.1_ViralProj14073	na	ICTV species exemplar	na	haploid	viral	8374	8374	47.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	9	9	0	2993669
GCF_001274345.1	PRJNA485481	na	na	na	10566	10566	Human papillomavirus	na	SE379	latest	Complete Genome	Major	Full	2015-08-24	ViralProj293723	Laboratory Medicine, Karolinska Institutet	GCA_001274345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/345/GCF_001274345.1_ViralProj293723	na	na	na	haploid	viral	7320	7320	37.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-08-24	6	6	0	na
GCF_000839345.1	PRJNA485481	na	na	na	10567	10567	Iotapapillomavirus 1	na	na	latest	Complete Genome	Major	Full	2000-08-01	ViralProj14022	Shih-Yen Chan, Institute of Molecular and Cell Biology, National University of Singapore, Lower Kent Ridge Road, Singapore, 0511, Republic of Singapore	GCA_000839345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/345/GCF_000839345.1_ViralProj14022	na	ICTV species exemplar	na	haploid	viral	7687	7687	50.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	6	6	0	8291235
GCF_000867785.1	PRJNA485481	na	na	na	10568	1176145	Micromys minutus papillomavirus 1	na	na	latest	Complete Genome	Major	Full	2006-11-17	ViralProj18259	Laboratory of Clinical and Epidemiological Virology, Rega Institute for Medical Research, University of Leuven	GCA_000867785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/867/785/GCF_000867785.1_ViralProj18259	na	ICTV additional isolate	na	haploid	viral	7393	7393	43.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	7	7	0	17412977
GCF_000836865.1	PRJNA485481	na	na	na	10570	10570	Alphapapillomavirus 12	na	na	latest	Complete Genome	Major	Full	2000-08-01	ViralProj14025	Inst. of Human Genetics, University of Minnesota	GCA_000836865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/865/GCF_000836865.1_ViralProj14025	na	ICTV species exemplar	na	haploid	viral	8028	8028	48.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	8	8	0	8396814;1847267
GCF_002220025.1	PRJNA485481	na	na	na	10571	10571	Bovine papillomavirus	na	NY-8385	latest	Complete Genome	Major	Full	2017-07-14	ViralProj394322	ADRDL - Virology, South Dakota State University	GCA_002220025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/025/GCF_002220025.1_ViralProj394322	na	na	na	haploid	viral	7480	7480	44.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2017-07-14	6	6	0	28616671
GCF_000863845.1	PRJNA485481	na	na	na	10589	334205	Human papillomavirus type 41	na	na	latest	Complete Genome	Major	Full	2000-08-01	ViralProj15485	Hirt L., Deutsches Krebsforschungszentrum, Abt. ATV, D-6900 Heidelberg, Germany	GCA_000863845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/845/GCF_000863845.1_ViralProj15485	na	ICTV species exemplar	na	haploid	viral	7614	7614	47.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	11	11	0	1645904
GCF_000861945.1	PRJNA485481	na	na	na	10600	333754	Human papillomavirus type 6b	strain=type 6b (HPV6b)	na	latest	Complete Genome	Major	Full	2000-08-01	ViralProj15454	NCBI	GCA_000861945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/945/GCF_000861945.1_ViralProj15454	na	ICTV species exemplar	na	haploid	viral	7902	7902	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	9	9	0	6321162
GCF_002987345.1	PRJNA485481	na	na	na	10611	337050	human papillomavirus 30	na	na	latest	Complete Genome	Major	Full	2018-08-24	ASM298734v1	H. Delius, Deutsches Krebsforschungszentrum, Abteilung ATV, Im Neuenheimer Feld 506, W 6900 Heidelberg, FRG	GCA_002987345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/987/345/GCF_002987345.1_ASM298734v1	na	ICTV species exemplar	na	haploid	viral	7852	7852	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-24	6	6	0	8205838
GCF_000862825.1	PRJNA485481	na	na	na	10616	334207	Human papillomavirus type 49	na	na	latest	Complete Genome	Major	Full	2000-08-01	ViralProj15455	H. Delius, Deutsches Krebsforschungszentrum, Abteilung ATV, Im Neuenheimer Feld 506, W 6900 Heidelberg, FRG	GCA_000862825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/862/825/GCF_000862825.1_ViralProj15455	na	ICTV species exemplar	na	haploid	viral	7560	7560	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	6	6	0	8205838
