Index	Sequence ID	Virus Tax ID	FTP Path
884	DQ328874	N/A	N/A
885	DQ328875	N/A	N/A
886	DQ335246	296148	N/A
887	DQ344807	10573	N/A
888	DQ357622	368621	N/A
889	DQ358078	42782	N/A
890	DQ365814	11864	N/A
891	DQ369797	370037	N/A
892	DQ393829	218120	N/A
893	DQ394806	374525	N/A
894	DQ394807	374526	N/A
895	DQ394808	374527	N/A
896	DQ394809	374529	N/A
897	DQ394810	444474	N/A
898	DQ399290	374006	N/A
899	DQ399707	373193	N/A
900	DQ412042	347537	N/A
901	DQ412043	347536	N/A
902	DQ426905	376821	N/A
903	DQ447649	378809	N/A
904	DQ447652	378831	N/A
905	DQ447657	378830	N/A
906	DQ451009	69577	N/A
907	DQ456824	379081	N/A
908	DQ457003	379891	N/A
909	DQ473486	147681	N/A
910	DQ473488	147679	N/A
911	DQ473489	185926	N/A
912	DQ473490	185889	N/A
913	DQ473491	185909	N/A
914	DQ473492	185928	N/A
915	DQ473493	185894	N/A
916	DQ473494	185929	N/A
917	DQ473497	12135	N/A
918	DQ473499	185910	N/A
919	DQ473500	185918	N/A
920	DQ473504	185939	N/A
921	DQ473505	147673	N/A
922	DQ473506	167324	N/A
923	DQ473507	185913	N/A
924	DQ473508	147672	N/A
925	DQ473510	185930	N/A
926	DQ473511	185915	N/A
927	DQ480514	31655	N/A
928	DQ640652	388737	N/A
929	DQ648794	389230	N/A
930	DQ648856	389166	N/A
931	DQ648857	389167	N/A
932	DQ658413	392172	N/A
933	DQ778300	394504	N/A
934	DQ792570	10532	N/A
935	DQ811787	398815	N/A
936	DQ812092	398066	N/A
937	DQ812093	N/A	N/A
938	DQ822073	1755696	N/A
939	DQ838728	354260	N/A
940	DQ845787	398296	N/A
941	DQ848678	12663	N/A
942	DQ851494	400395	N/A
943	DQ868525	399784	N/A
944	DQ898166	402802	N/A
945	DQ898174	694009	N/A
946	DQ900900	52275	N/A
947	DQ902712	318567	N/A
948	DQ902713	325447	N/A
949	DQ911368	357231	N/A
950	DQ915164	404135	N/A
951	DQ923122	332179	N/A
952	DQ995634	42770	N/A
953	DQ995640	42772	N/A
954	DQ995647	42783	N/A
955	EF011023	97469	N/A
956	EF011559	408092	N/A
957	EF014462	223997	N/A
958	EF015778	10821	N/A
959	EF015886	325445	N/A
960	EF017707	12206	N/A
961	EF028290	2847841	N/A
962	EF065506	424360	N/A
963	EF065507	424361	N/A
964	EF065508	424362	N/A
965	EF065510	424364	N/A
966	EF065511	424365	N/A
967	EF065512	424366	N/A
968	EF065514	424368	N/A
969	EF065515	424369	N/A
970	EF065516	424370	N/A
971	EF067319	N/A	N/A
972	EF067320	N/A	N/A
973	EF067321	N/A	N/A
974	EF067322	N/A	N/A
975	EF067323	N/A	N/A
976	EF067324	N/A	N/A
977	EF067325	N/A	N/A
978	EF067326	N/A	N/A
979	EF067327	N/A	N/A
980	EF067328	N/A	N/A
981	EF067329	N/A	N/A
982	EF067330	N/A	N/A
983	EF067331	N/A	N/A
984	EF067332	N/A	N/A
985	EF067923	427748	N/A
986	EF067924	427749	N/A
987	EF107097	2015550	N/A
988	EF108464	N/A	N/A
989	EF117891	333751	N/A
990	EF121005	1145295	N/A
991	EF127906	423446	N/A
992	EF127907	423447	N/A
993	EF127908	423448	N/A
994	EF133960	509154	N/A
995	EF165067	2779847	N/A
996	EF173414	39767	N/A
997	EF173415	147684	N/A
998	EF173420	150904	N/A
999	EF173423	147680	N/A
1000	EF173425	167327	N/A
1001	EF190217	436241	N/A
1002	EF420157	99000	N/A
1003	EF422221	427343	N/A
1004	EF424615	422217	N/A
1005	EF424616	422218	N/A
1006	EF424617	422214	N/A
1007	EF424618	422215	N/A
1008	EF424619	422220	N/A
1009	EF424620	422219	N/A
1010	EF424621	422138	N/A
1011	EF424622	422141	N/A
1012	EF424623	422139	N/A
1013	EF424624	422140	N/A
1014	EF424625	467339	N/A
1015	EF424626	438881	N/A
1016	EF424627	413257	N/A
1017	EF424628	413256	N/A
1018	EF424629	438880	N/A
1019	EF429197	449278	N/A
1020	EF429198	449277	N/A
1021	EF429199	449279	N/A
1022	EF429200	449280	N/A
1023	EF441262	430048	N/A
1024	EF446132	448086	N/A
1025	EF446615	136187	N/A
1026	EF494181	446549	N/A
1027	EF506570	2789014	N/A
1028	EF536859	452663	N/A
1029	EF536861	452665	N/A
1030	EF536868	452664	N/A
1031	EF536873	452666	N/A
1032	EF536876	452668	N/A
1033	EF536878	452667	N/A
1034	EF536886	452669	N/A
1035	EF552688	461287	N/A
1036	EF552689	461288	N/A
1037	EF552690	461289	N/A
1038	EF552691	461290	N/A
1039	EF552692	461291	N/A
1040	EF552693	461292	N/A
1041	EF552694	461293	N/A
1042	EF552695	461294	N/A
1043	EF552696	461295	N/A
1044	EF552697	461296	N/A
1045	EF555644	N/A	N/A
1046	EF555645	2760818	N/A
1047	EF558545	444180	N/A
1048	EF558838	471185	N/A
1049	EF558839	471181	N/A
1050	EF558840	471184	N/A
1051	EF558841	471182	N/A
1052	EF558842	471186	N/A
1053	EF558843	471183	N/A
1054	EF564601	459785	N/A
1055	EF582386	1418031	N/A
1056	EF584447	444473	N/A
1057	EF591300	464935	N/A
1058	EF667343	2870395	N/A
1059	EF667344	469959	N/A
1060	EU004663	463709	N/A
1061	EU004664	463710	N/A
1062	EU004665	463711	N/A
1063	EU004666	463712	N/A
1064	EU004667	463713	N/A
1065	EU004668	463714	N/A
1066	EU004669	463715	N/A
1067	EU004670	463716	N/A
1068	EU004671	463717	N/A
1069	EU004672	463718	N/A
1070	EU004673	463719	N/A
1071	EU004674	463720	N/A
1072	EU004675	463721	N/A
1073	EU004676	463722	N/A
1074	EU004677	463723	N/A
1075	EU004678	463724	N/A
1076	EU004679	463725	N/A
1077	EU004680	463726	N/A
1078	EU004681	463727	N/A
1079	EU004682	463728	N/A
1080	EU004683	463729	N/A
1081	EU020009	106118	N/A
1082	EU024118	454126	N/A
1083	EU024119	454125	N/A
1084	EU024120	454129	N/A
1085	EU037962	466217	N/A
1086	EU057184	479171	N/A
1087	EU057185	479166	N/A
1088	EU057186	479169	N/A
1089	EU057187	479170	N/A
1090	EU057188	479168	N/A
1091	EU057189	479167	N/A
1092	EU140838	12101	N/A
1093	EU142040	2870389	N/A
1094	EU143843	1239439	N/A
1095	EU155216	2847144	N/A
1096	EU155260	31647	N/A
1097	EU189146	478085	N/A
1098	EU189147	478086	N/A
1099	EU189148	478087	N/A
1100	EU240895	2848323	N/A
1101	EU273816	501373	N/A
1102	EU273817	501372	N/A
1103	EU273818	501371	N/A
1104	EU293537	507757	N/A
1105	EU307292	489258	N/A
1106	EU360723	508418	N/A
1107	EU365686	493827	N/A
1108	EU365687	493828	N/A
1109	EU371559	353145	N/A
1110	EU371560	511432	N/A
1111	EU371561	511433	N/A
1112	EU371562	511430	N/A
1113	EU371563	511431	N/A
1114	EU371564	511429	N/A
1115	EU410347	563190	N/A
1116	EU410348	518629	N/A
1117	EU410349	518630	N/A
1118	EU420137	393768	N/A
1119	EU420138	694000	N/A
1120	EU439428	505220	N/A
1121	EU490515	524653	N/A
1122	EU490516	524652	N/A
1123	EU493091	485242	N/A
1124	EU523109	61673	N/A
1125	EU563512	12217	N/A
1126	EU568876	515982	N/A
1127	EU579859	524650	N/A
1128	EU579860	524651	N/A
1129	EU579861	524649	N/A
1130	EU606015	2848089	N/A
1131	EU627010	365144	N/A
1132	EU627591	11226	N/A
1133	EU676000	528321	N/A
1134	EU716175	602074	N/A
1135	EU730893	559170	N/A
1136	EU755009	542654	N/A
1137	EU779803	544743	N/A
1138	EU815052	529419	N/A
1139	EU854589	549341	N/A
1140	EU856366	652719	N/A
1141	EU918769	45240	N/A
1142	EU982300	557989	N/A
1143	FJ007373	1917071	N/A
1144	FJ009367	557419	N/A
1145	FJ025899	585078	N/A
1146	FJ025900	585077	N/A
1147	FJ025901	585079	N/A
1148	FJ025902	585098	N/A
1149	FJ025903	585097	N/A
1150	FJ025904	585088	N/A
1151	FJ025905	585068	N/A
1152	FJ025906	585087	N/A
1153	FJ025907	585093	N/A
1154	FJ025908	585067	N/A
1155	FJ025909	585083	N/A
1156	FJ025910	3132709	N/A
1157	FJ025911	585066	N/A
1158	FJ025912	585089	N/A
1159	FJ025913	585095	N/A
1160	FJ025914	585085	N/A
1161	FJ025915	3132708	N/A
1162	FJ025916	585063	N/A
1163	FJ025917	585070	N/A
1164	FJ025918	585082	N/A
1165	FJ025919	585092	N/A
1166	FJ025920	585064	N/A
1167	FJ025921	585091	N/A
1168	FJ025922	585072	N/A
1169	FJ025923	585060	N/A
1170	FJ025924	585073	N/A
1171	FJ025925	585099	N/A
1172	FJ025926	585094	N/A
1173	FJ025927	585096	N/A
1174	FJ025928	585084	N/A
1175	FJ025929	585081	N/A
1176	FJ025930	585080	N/A
1177	FJ168660	561997	N/A
1178	FJ170278	2773471	N/A
1179	FJ174694	563124	N/A
1180	FJ176701	1198220	N/A
1181	FJ195346	621214	N/A
1182	FJ349096	10534	N/A
1183	FJ355929	520975	N/A
1184	FJ355930	520974	N/A
1185	FJ361772	621277	N/A
1186	FJ375127	1108925	N/A
1187	FJ375128	1108926	N/A
1188	FJ375129	1108927	N/A
1189	FJ376620	572287	N/A
1190	FJ387164	638664	N/A
1191	FJ404771	46924	N/A
1192	FJ415324	166124	N/A
1193	FJ425184	422137	N/A
1194	FJ425185	502096	N/A
1195	FJ425186	422135	N/A
1196	FJ425187	422134	N/A
1197	FJ425188	422133	N/A
1198	FJ425189	422132	N/A
1199	FJ434664	1239439	N/A
1200	FJ440683	576712	N/A
1201	FJ441297	576714	N/A
1202	FJ445112	147714	N/A
1203	FJ445113	185890	N/A
1204	FJ445114	185891	N/A
1205	FJ445116	185893	N/A
1206	FJ445118	147674	N/A
1207	FJ445119	185895	N/A
1208	FJ445120	147675	N/A
1209	FJ445121	44128	N/A
1210	FJ445122	185896	N/A
1211	FJ445123	185898	N/A
1212	FJ445124	185899	N/A
1213	FJ445125	44129	N/A
1214	FJ445126	185902	N/A
1215	FJ445127	185903	N/A
1216	FJ445128	185904	N/A
1217	FJ445129	185908	N/A
1218	FJ445130	147683	N/A
1219	FJ445131	167321	N/A
1220	FJ445132	147676	N/A
1221	FJ445133	185911	N/A
1222	FJ445134	44131	N/A
1223	FJ445135	44132	N/A
1224	FJ445136	185912	N/A
1225	FJ445138	185914	N/A
1226	FJ445140	185916	N/A
1227	FJ445141	185917	N/A
1228	FJ445142	44133	N/A
1229	FJ445143	185919	N/A
1230	FJ445144	185920	N/A
1231	FJ445145	44134	N/A
1232	FJ445146	185921	N/A
1233	FJ445147	44135	N/A
1234	FJ445148	185923	N/A
1235	FJ445149	185924	N/A
1236	FJ445150	185925	N/A
1237	FJ445151	147678	N/A
1238	FJ445152	185927	N/A
1239	FJ445153	44137	N/A
1240	FJ445154	185932	N/A
1241	FJ445155	185933	N/A
1242	FJ445156	185934	N/A
1243	FJ445157	185935	N/A
1244	FJ445160	167322	N/A
1245	FJ445161	185936	N/A
1246	FJ445162	167328	N/A
1247	FJ445163	185937	N/A
1248	FJ445164	185938	N/A
1249	FJ445165	12132	N/A
1250	FJ445167	185940	N/A
1251	FJ445168	167325	N/A
1252	FJ445169	167326	N/A
1253	FJ445170	185942	N/A
1254	FJ445171	185943	N/A
1255	FJ445172	167330	N/A
1256	FJ445173	185944	N/A
1257	FJ445174	185945	N/A
1258	FJ445175	185946	N/A
1259	FJ445176	44136	N/A
1260	FJ445178	185892	N/A
1261	FJ445179	185901	N/A
1262	FJ445180	185906	N/A
1263	FJ445181	185922	N/A
1264	FJ445182	185931	N/A
1265	FJ445183	147685	N/A
1266	FJ445185	185941	N/A
1267	FJ445186	185900	N/A
1268	FJ445187	167329	N/A
1269	FJ445188	147677	N/A
1270	FJ445189	185905	N/A
1271	FJ445190	185897	N/A
1272	FJ445512	576713	N/A
1273	FJ483837	N/A	N/A
1274	FJ483838	N/A	N/A
1275	FJ483839	N/A	N/A
1276	FJ492742	2759772	N/A
1277	FJ492743	658422	N/A
1278	FJ514242	587432	N/A
1279	FJ515294	658397	N/A
1280	FJ537135	660656	N/A
1281	FJ537136	660657	N/A
1282	FJ537137	660658	N/A
1283	FJ537138	660659	N/A
1284	FJ560719	590668	N/A
1285	FJ597732	343463	N/A
1286	FJ620690	1548715	N/A
1287	FJ643676	714978	N/A
1288	FJ647218	591069	N/A
1289	FJ647219	591070	N/A
1290	FJ647220	502107	N/A
1291	FJ647221	429331	N/A
1292	FJ647222	430472	N/A
1293	FJ647223	502106	N/A
1294	FJ647224	502104	N/A
1295	FJ647225	591071	N/A
1296	FJ647226	591068	N/A
1297	FJ647227	429330	N/A
1298	FJ654700	617102	N/A
1299	FJ751234	685973	N/A
1300	FJ751925	596768	N/A
1301	FJ755402	626160	N/A
1302	FJ755403	626164	N/A
1303	FJ755404	626180	N/A
1304	FJ755405	626181	N/A
1305	FJ824826	46930	N/A
1306	FJ867910	N/A	N/A
1307	FJ867911	N/A	N/A
1308	FJ867912	N/A	N/A
1309	FJ867913	N/A	N/A
1310	FJ867914	N/A	N/A
1311	FJ882854	640862	N/A
1312	FJ882935	698419	N/A
1313	FJ882942	633140	N/A
1314	FJ882945	633137	N/A
1315	FJ882954	627440	N/A
1316	FJ882963	627442	N/A
1317	FJ884686	11142	N/A
1318	FJ907331	659661	N/A
1319	FJ919226	707882	N/A
1320	FJ938051	502100	N/A
1321	FJ938052	627432	N/A
1322	FJ938053	454955	N/A
1323	FJ938054	454952	N/A
1324	FJ938055	627435	N/A
1325	FJ938056	454953	N/A
1326	FJ938057	627433	N/A
1327	FJ938058	627434	N/A
1328	FJ938059	627431	N/A
1329	FJ938060	502101	N/A
1330	FJ938061	454951	N/A
1331	FJ938062	627436	N/A
1332	FJ938063	422216	N/A
1333	FJ938064	454963	N/A
1334	FJ938065	502108	N/A
1335	FJ938066	502105	N/A
1336	FJ938067	627439	N/A
1337	FJ947080	696746	N/A
1338	FJ966079	N/A	N/A
1339	FJ966080	N/A	N/A
1340	FJ966081	N/A	N/A
1341	FJ966082	N/A	N/A
1342	FJ966083	N/A	N/A
1343	FJ966084	N/A	N/A
1344	FJ966085	N/A	N/A
1345	FJ966086	N/A	N/A
1346	FJ984562	648750	N/A
1347	FM179613	546025	N/A
1348	FM179615	693900	N/A
1349	FM202329	551238	N/A
1350	FM210034	558674	N/A
1351	FM864213	571950	N/A
1352	FM877474	581119	N/A
1353	FM955278	42775	N/A
1354	FM955608	205323	N/A
1355	FM955837	587347	N/A
1356	FM955838	587348	N/A
1357	FM955839	587349	N/A
1358	FM955840	518628	N/A
1359	FM955841	587350	N/A
1360	FM955842	587351	N/A
1361	FN252890	623233	N/A
1362	FN256256	623705	N/A
1363	FN256257	623706	N/A
1364	FN256258	623707	N/A
1365	FN256259	623708	N/A
1366	FN256260	623710	N/A
1367	FN256261	671275	N/A
1368	FN256292	624128	N/A
1369	FN297834	631718	N/A
1370	FN401520	653708	N/A
1371	FN430414	658929	N/A
1372	FN430415	658930	N/A
1373	FN436001	2080282	N/A
1374	FN436268	645116	N/A
1375	FN543100	666636	N/A
1376	FN547152	673323	N/A
1377	FN598907	N/A	N/A
1378	FN677755	743811	N/A
1379	FN677756	743812	N/A
1380	FN692043	749340	N/A
1381	FN997652	861448	N/A
1382	FQ482084	925985	N/A
1383	FR671405	870469	N/A
1384	FR671406	870470	N/A
1385	FR671407	870471	N/A
1386	FR671408	870472	N/A
1387	FR671409	870473	N/A
1388	FR671410	870474	N/A
1389	FR671411	870475	N/A
1390	FR682616	874471	N/A
1391	FR725450	927392	N/A
1392	FR751039	940838	N/A
1393	FR751515	943084	N/A
1394	FR823283	988776	N/A
1395	FR823284	988774	N/A
1396	FR823510	N/A	N/A
1397	FR878069	1052902	N/A
1398	GQ122332	N/A	N/A
1399	GQ141189	743964	N/A
1400	GQ153539	742001	N/A
1401	GQ153540	742002	N/A
1402	GQ153541	742003	N/A
1403	GQ153542	742004	N/A
1404	GQ153543	742005	N/A
1405	GQ153544	742006	N/A
1406	GQ153545	741997	N/A
1407	GQ153546	741998	N/A
1408	GQ153547	741999	N/A
1409	GQ153548	742000	N/A
1410	GQ153938	741995	N/A
1411	GQ180114	664730	N/A
1412	GQ227670	656889	N/A
1413	GQ244463	735496	N/A
1414	GQ246950	720708	N/A
1415	GQ246951	927771	N/A
1416	GQ249161	703582	N/A
1417	GQ268228	450633	N/A
1418	GQ273492	273651	N/A
1419	GQ275355	356426	N/A
1420	GQ303261	663555	N/A
1421	GQ303262	663556	N/A
1422	GQ303264	663558	N/A
1423	GQ323774	1219419	N/A
1424	GQ351275	702718	N/A
1425	GQ365709	1985406	N/A
1426	GQ384080	46936	N/A
1427	GQ404848	742919	N/A
1428	GQ404850	742921	N/A
1429	GQ404858	742925	N/A
1430	GQ415051	1219381	N/A
1431	GQ422451	876448	N/A
1432	GQ475301	673764	N/A
1433	GQ475302	673763	N/A
1434	GQ478082	673833	N/A
1435	GQ478083	673834	N/A
1436	GQ478085	673836	N/A
1437	GQ478087	673838	N/A
1438	GQ485310	673840	N/A
1439	GQ485311	673841	N/A
1440	GQ495608	37130	N/A
1441	GQ845441	765051	N/A
1442	GQ845442	N/A	N/A
1443	GQ845444	765054	N/A
1444	GQ845445	765055	N/A
1445	GQ845446	765056	N/A
1446	GQ865517	861519	N/A
1447	GQ891990	767521	N/A
1448	GQ900512	702821	N/A
1449	GQ915271	702822	N/A
1450	GU001879	705074	N/A
1451	GU071093	268748	N/A
1452	GU076440	761712	N/A
1453	GU076443	761708	N/A
1454	GU076445	761709	N/A
1455	GU076447	761711	N/A
1456	GU076449	761707	N/A
1457	GU076451	761710	N/A
1458	GU076452	761706	N/A
1459	GU076454	761705	N/A
1460	GU117620	706524	N/A
1461	GU117624	706530	N/A
1462	GU117629	909328	N/A
1463	GU117630	909329	N/A
1464	GU117633	909332	N/A
1465	GU129016	942038	N/A
1466	GU168576	11241	N/A
1467	GU169904	694060	N/A
1468	GU180085	694582	N/A
1469	GU191019	10528	N/A
1470	GU196281	698490	N/A
1471	GU233956	703038	N/A
1472	GU247133	701454	N/A
1473	GU247134	701455	N/A
1474	GU256531	887826	N/A
1475	GU345043	879095	N/A
1476	GU393987	718008	N/A
1477	GU440580	727987	N/A
1478	GU450331	742012	N/A
1479	GU553361	711465	N/A
1480	GU553362	711466	N/A
1481	GU594162	748172	N/A
1482	GU732203	1325578	N/A
1483	GU942563	N/A	N/A
1484	GU980585	863240	N/A
1485	GU991353	756495	N/A
1486	GU991354	756496	N/A
1487	GU991355	756497	N/A
1488	HE580236	928315	N/A
1489	HE608963	1107954	N/A
1490	HE608964	1107955	N/A
1491	HE659516	1141724	N/A
1492	HE659517	1141723	N/A
1493	HE793429	627501	N/A
1494	HE800541	1172353	N/A
1495	HE858210	N/A	N/A
1496	HE963025	1209820	N/A
1497	HE974364	N/A	N/A
1498	HE974366	N/A	N/A
1499	HE974367	N/A	N/A
1500	HE974368	1219351	N/A
1501	HE974369	N/A	N/A
1502	HE974370	N/A	N/A
1503	HE974371	N/A	N/A
1504	HE974372	N/A	N/A
1505	HE974373	N/A	N/A
1506	HE974374	N/A	N/A
1507	HE974375	N/A	N/A
1508	HE974376	N/A	N/A
1509	HE974377	N/A	N/A
1510	HE974378	N/A	N/A
1511	HE974379	N/A	N/A
1512	HE974380	N/A	N/A
1513	HE974381	N/A	N/A
1514	HE974382	N/A	N/A
1515	HE974383	N/A	N/A
1516	HE974384	N/A	N/A
1517	HE981739	N/A	N/A
1518	HE983844	1229675	N/A
1519	HF569088	1277896	N/A
1520	HF569089	1279070	N/A
1521	HF569090	1277895	N/A
1522	HF569092	1277893	N/A
1523	HF571060	1282342	N/A
1524	HF585099	N/A	N/A
1525	HF585103	N/A	N/A
1526	HF952119	1331832	N/A
1527	HF952120	1331833	N/A
1528	HF952121	1331834	N/A
1529	HF952122	1331835	N/A
1530	HF952123	1331836	N/A
1531	HF952124	1331837	N/A
1532	HF952125	1331838	N/A
1533	HF952126	1331839	N/A
1534	HF952127	1331840	N/A
1535	HF952128	1331841	N/A
1536	HF952129	1331842	N/A
1537	HF952130	1331843	N/A
1538	HF952131	1331844	N/A
1539	HF952132	1331845	N/A
1540	HF952133	1331846	N/A
1541	HF952134	1331847	N/A
1542	HF952135	1331848	N/A
1543	HG428758	1401446	N/A
1544	HG531783	1415526	N/A
1545	HG764413	1419710	N/A
1546	HG792102	1429230	N/A
1547	HG792103	1429231	N/A
1548	HG792104	1429232	N/A
1549	HG792105	1429233	N/A
1550	HG796219	1437328	N/A
1551	HG796220	1673729	N/A
1552	HG796221	1437329	N/A
1553	HG803182	1451074	N/A
1554	HG803183	1451075	N/A
1555	HG803184	1451116	N/A
1556	HG803185	1451077	N/A
1557	HG934338	227731	N/A
1558	HG934339	519376	N/A
1559	HG939559	1487796	N/A
1560	HG992588	2807649	N/A
1561	HG994092	2802443	N/A
1562	HM004430	880160	N/A
1563	HM004433	749223	N/A
1564	HM029238	336960	N/A
1565	HM053694	795695	N/A
1566	HM137666	857277	N/A
1567	HM140364	913595	N/A
1568	HM140365	913596	N/A
1569	HM140366	913597	N/A
1570	HM140368	913601	N/A
1571	HM140369	913602	N/A
1572	HM140370	913598	N/A
1573	HM140371	913599	N/A
1574	HM147984	48540	N/A
1575	HM147986	48541	N/A
1576	HM152765	861048	N/A
1577	HM152766	861046	N/A
1578	HM185056	N/A	N/A
1579	HM210570	254355	N/A
1580	HM211098	875614	N/A
1581	HM211099	875615	N/A
1582	HM211100	875612	N/A
1583	HM211101	875613	N/A
1584	HM237361	886669	N/A
1585	HM245926	766792	N/A
1586	HM450380	858367	N/A
1587	HM585353	2848087	N/A
1588	HM590055	867160	N/A
1589	HM626516	1032479	N/A
1590	HM626517	1032477	N/A
1591	HM770721	880565	N/A
1592	HM777023	47506	N/A
1593	HM859902	1032481	N/A
1594	HM859903	1032482	N/A
1595	HM859904	N/A	N/A
1596	HM859905	N/A	N/A
1597	HM859906	N/A	N/A
1598	HM859907	N/A	N/A
1599	HM859908	N/A	N/A
1600	HM859909	N/A	N/A
1601	HM859910	N/A	N/A
1602	HM859911	N/A	N/A
1603	HM999990	1070411	N/A
1604	HM999991	1070412	N/A
1605	HM999993	1070414	N/A
1606	HM999994	1070415	N/A
1607	HM999995	1070416	N/A
1608	HM999997	1070418	N/A
1609	HM999998	1070419	N/A
1610	HM999999	1070420	N/A
1611	HQ009513	880562	N/A
1612	HQ154630	438045	N/A
1613	HQ231763	381707	N/A
1614	HQ241818	995021	N/A
1615	HQ241820	995023	N/A
1616	HQ246218	933438	N/A
1617	HQ316603	682651	N/A
1618	HQ317290	869661	N/A
1619	HQ317291	869663	N/A
1620	HQ317385	869726	N/A
1621	HQ317391	682650	N/A
1622	HQ322117	1046893	N/A
1623	HQ332139	756283	N/A
1624	HQ335083	1034791	N/A
1625	HQ335085	1034793	N/A
1626	HQ385747	927576	N/A
1627	HQ385750	928213	N/A
1628	HQ392469	906887	N/A
1629	HQ392470	906884	N/A
1630	HQ392471	906885	N/A
1631	HQ392472	906886	N/A
1632	HQ392821	1088689	N/A
1633	HQ400942	1006008	N/A
1634	HQ449728	934293	N/A
1635	HQ540591	194958	N/A
1636	HQ540595	194959	N/A
1637	HQ632825	536454	N/A
1638	HQ632858	754071	N/A
1639	HQ632860	573176	N/A
1640	HQ634152	382275	N/A
1641	HQ634176	536446	N/A
1642	HQ634190	536473	N/A
1643	HQ634191	536472	N/A
1644	HQ641341	979539	N/A
1645	HQ641342	979538	N/A
1646	HQ641343	979537	N/A
1647	HQ641344	979536	N/A
1648	HQ641346	979534	N/A
1649	HQ641348	979532	N/A
1650	HQ641349	979531	N/A
1651	HQ641350	979530	N/A
1652	HQ641351	979529	N/A
1653	HQ641352	979528	N/A
1654	HQ641353	979526	N/A
1655	HQ641354	979527	N/A
1656	HQ654774	691956	N/A
1657	HQ664990	1046049	N/A
1658	HQ702854	1028489	N/A
1659	HQ728260	42785	N/A
1660	HQ728261	42786	N/A
1661	HQ728262	42769	N/A
1662	HQ738637	2050925	N/A
1663	HQ738642	942030	N/A
1664	HQ875059	686984	N/A
1665	HQ883276	980087	N/A
1666	HQ906662	949124	N/A
1667	HQ906663	949125	N/A
1668	HQ906664	949126	N/A
1669	MLOCG	N/A	N/A
1670	PLY2CG	N/A	N/A
1671	PPH31A	N/A	N/A
1672	JF274252	1049224	N/A
1673	JF304766	990305	N/A
1674	JF304767	990306	N/A
1675	JF304768	990302	N/A
1676	JF314845	1073754	N/A
1677	JF317274	1092848	N/A
1678	JF320644	1028321	N/A
1679	JF320645	1028322	N/A
1680	JF320646	1028323	N/A
1681	JF320647	1028324	N/A
1682	JF320648	1028325	N/A
1683	JF320649	1028326	N/A
1684	JF320650	1028327	N/A
1685	JF320651	1028328	N/A
1686	JF320652	1028329	N/A
1687	JF320653	1028330	N/A
1688	JF320811	12172	N/A
1689	JF412294	1048515	N/A
1690	JF412295	1048516	N/A
1691	JF412296	1048517	N/A
1692	JF412297	1048521	N/A
1693	JF412298	1048522	N/A
1694	JF412299	1048523	N/A
1695	JF412300	1048524	N/A
1696	JF412301	1048525	N/A
1697	JF412302	1048520	N/A
1698	JF429836	1084718	N/A
1699	JF451352	1031438	N/A
1700	JF461087	1087480	N/A
1701	JF704091	1034126	N/A
1702	JF704095	1034131	N/A
1703	JF704096	1034134	N/A
1704	JF704099	1034138	N/A
1705	JF704109	1034141	N/A
1706	JF704113	1034147	N/A
1707	JF704114	1034148	N/A
1708	JF704116	1034132	N/A
1709	JF713456	187944	N/A
1710	JF713717	1105384	N/A
1711	JF742597	1123959	N/A
1712	JF755427	3070930	N/A
1713	JF767210	1042124	N/A
1714	JF773396	1072683	N/A
1715	JF781268	1160949	N/A
1716	JF792616	31632	N/A
1717	JF792674	1034124	N/A
1718	JF800658	1091166	N/A
1719	JF801956	554168	N/A
1720	JF905564	306588	N/A
1721	JF906559	1165934	N/A
1722	JF908815	11837	N/A
1723	JF937092	1034102	N/A
1724	JF937095	1034104	N/A
1725	JF937096	1034105	N/A
1726	JF937097	1034106	N/A
1727	JF937107	1034117	N/A
1728	JF937109	1034119	N/A
1729	JF957056	1032894	N/A
1730	JF964962	1069441	N/A
1731	JF974289	869725	N/A
1732	JF974292	536464	N/A
1733	JF974293	889950	N/A
1734	JN006062	1035483	N/A
1735	JN006063	1035484	N/A
1736	JN032736	1077151	N/A
1737	JN083853	1041808	N/A
1738	JN088541	1082189	N/A
1739	JN134185	1051323	N/A
1740	JN171845	1110710	N/A
1741	JN175269	2560681	N/A
1742	JN183882	1052157	N/A
1743	JN183883	1052158	N/A
1744	JN225873	1120767	N/A
1745	JN227533	2560567	N/A
1746	JN243856	1056832	N/A
1747	JN254801	1158721	N/A
1748	JN255163	1182515	N/A
1749	JN379039	1330996	N/A
1750	JN391441	1070989	N/A
1751	JN400599	1195613	N/A
