,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output
,5147,GCA_008692325.1,PRJNA1128257,Sordaria macrospora,strain=SN1693,GCF_033870435.1,39444728,Sordaria_macrospora_gca_008692325.ASM869232v1.dna.toplevel.fa,GCF_033870435.1_ASM3387043v1_genomic.fna.gz, 38863382, 39444728,Sordaria_macrospora_gca_008692325.ASM869232v1.dna.toplevel.fa_vs_GCF_033870435.1_ASM3387043v1_genomic.fna_blast.xml
,515849,GCA_000226545.1,PRJNA29799,Podospora anserina S mat+,strain=S mat+,GCF_000226545.1,34718894,Podospora_anserina_s_mat_gca_000226545.ASM22654v1.dna.toplevel.fa,GCF_000226545.1_ASM22654v1_genomic.fna.gz, 34718894, 34718894,Podospora_anserina_s_mat_gca_000226545.ASM22654v1.dna.toplevel.fa_vs_GCF_000226545.1_ASM22654v1_genomic.fna_blast.xml
,526221,GCA_000150825.1,PRJNA51263,Verticillium alfalfae VaMs.102,strain=VaMs.102,GCF_000150825.1,32833495,Verticillium_alfalfae_vams_102_gca_000150825.ASM15082v1.dna.toplevel.fa,GCF_000150825.1_ASM15082v1_genomic.fna.gz, 32862988, 32862988,Verticillium_alfalfae_vams_102_gca_000150825.ASM15082v1.dna.toplevel.fa_vs_GCF_000150825.1_ASM15082v1_genomic.fna_blast.xml
,5353,GCA_002003045.1,PRJNA801212,Lentinula edodes,strain=Le(Bin) 0899 ss11,GCF_021015755.1,45594472,Lentinula_edodes_gca_002003045.Lened_assembly01.dna.toplevel.fa,GCF_021015755.1_Lenedo1_genomic.fna.gz, 39922873, 45594472,Lentinula_edodes_gca_002003045.Lened_assembly01.dna.toplevel.fa_vs_GCF_021015755.1_Lenedo1_genomic.fna_blast.xml
,535722,GCA_000150975.2,PRJNA61175,Nannizzia gypsea CBS 118893,strain=CBS 118893,GCF_000150975.2,23249403,Nannizzia_gypsea_cbs_118893_gca_000150975.MS_CBS118893.dna.toplevel.fa,GCF_000150975.2_MS_CBS118893_genomic.fna.gz, 23272942, 23272942,Nannizzia_gypsea_cbs_118893_gca_000150975.MS_CBS118893.dna.toplevel.fa_vs_GCF_000150975.2_MS_CBS118893_genomic.fna_blast.xml
,5454,GCA_001630375.1,PRJNA691330,Ascochyta rabiei,na,GCF_004011695.2,40846718,Ascochyta_rabiei_gca_001630375.AscRab1.0.dna.toplevel.fa,GCF_004011695.2_ASM401169v2_genomic.fna.gz, 34658250, 40901820,Ascochyta_rabiei_gca_001630375.AscRab1.0.dna.toplevel.fa_vs_GCF_004011695.2_ASM401169v2_genomic.fna_blast.xml
,5478,GCA_001466525.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466525.ASM146652v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12622465, 12726212,_candida_glabrata_gca_001466525.ASM146652v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_001466535.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466535.ASM146653v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12604920, 12726212,_candida_glabrata_gca_001466535.ASM146653v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_001466565.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466565.ASM146656v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12865870, 12726212,_candida_glabrata_gca_001466565.ASM146656v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_001466575.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466575.ASM146657v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12826081, 12726212,_candida_glabrata_gca_001466575.ASM146657v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_001466635.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466635.ASM146663v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 14559169, 12726212,_candida_glabrata_gca_001466635.ASM146663v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_001466685.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466685.ASM146668v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12820484, 12726212,_candida_glabrata_gca_001466685.ASM146668v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_002219185.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_002219185.ASM221918v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12729188, 12726212,_candida_glabrata_gca_002219185.ASM221918v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_002219195.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_002219195.ASM221919v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12728164, 12726212,_candida_glabrata_gca_002219195.ASM221919v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_010111755.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_010111755.ASM1011175v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12726212, 12726212,_candida_glabrata_gca_010111755.ASM1011175v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5478,GCA_014217725.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_014217725.ASM1421772v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12696838, 12726212,_candida_glabrata_gca_014217725.ASM1421772v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml
,5481,GCA_008704595.1,PRJNA629604,Diutina rugosa,strain=CBS 613,GCF_008704595.1,13445959,Diutina_rugosa_gca_008704595.ASM870459v1.dna.toplevel.fa,GCF_008704595.1_ASM870459v1_genomic.fna.gz, 13445959, 13445959,Diutina_rugosa_gca_008704595.ASM870459v1.dna.toplevel.fa_vs_GCF_008704595.1_ASM870459v1_genomic.fna_blast.xml
,554155,GCA_000151145.1,PRJNA49289,Microsporum canis CBS 113480,strain=CBS 113480,GCF_000151145.1,23241642,Microsporum_canis_cbs_113480_gca_000151145.ASM15114v1.dna.toplevel.fa,GCF_000151145.1_ASM15114v1_genomic.fna.gz, 23263091, 23263091,Microsporum_canis_cbs_113480_gca_000151145.ASM15114v1.dna.toplevel.fa_vs_GCF_000151145.1_ASM15114v1_genomic.fna_blast.xml
,559295,GCA_000142805.1,PRJNA39575,Lachancea thermotolerans CBS 6340,strain=CBS 6340,GCF_000142805.1,10392862,Lachancea_thermotolerans_cbs_6340_gca_000142805.ASM14280v1.dna.toplevel.fa,GCF_000142805.1_ASM14280v1_genomic.fna.gz, 10392862, 10392862,Lachancea_thermotolerans_cbs_6340_gca_000142805.ASM14280v1.dna.toplevel.fa_vs_GCF_000142805.1_ASM14280v1_genomic.fna_blast.xml
,559297,GCA_000003525.2,PRJNA319322,Blastomyces dermatitidis ER-3,strain=ER-3,GCF_000003525.1,66568269,Blastomyces_dermatitidis_er_3_gca_000003525.BD_ER3_V1.dna.toplevel.fa,GCF_000003525.1_BD_ER3_V1_genomic.fna.gz, 66608683, 66608683,Blastomyces_dermatitidis_er_3_gca_000003525.BD_ER3_V1.dna.toplevel.fa_vs_GCF_000003525.1_BD_ER3_V1_genomic.fna_blast.xml
,559298,GCA_000003855.2,PRJNA41099,Blastomyces gilchristii SLH14081,strain=SLH14081,GCF_000003855.2,75353942,Blastomyces_gilchristii_slh14081_gca_000003855.BD_SLH14081_V1.dna.toplevel.fa,GCF_000003855.2_BD_SLH14081_V1_genomic.fna.gz, 75404732, 75404732,Blastomyces_gilchristii_slh14081_gca_000003855.BD_SLH14081_V1.dna.toplevel.fa_vs_GCF_000003855.2_BD_SLH14081_V1_genomic.fna_blast.xml
,559305,GCA_000151425.1,PRJNA65025,Trichophyton rubrum CBS 118892,strain=CBS 118892,GCF_000151425.1,22502330,Trichophyton_rubrum_cbs_118892_gca_000151425.ASM15142v1.dna.toplevel.fa,GCF_000151425.1_ASM15142v1_genomic.fna.gz, 22530013, 22530013,Trichophyton_rubrum_cbs_118892_gca_000151425.ASM15142v1.dna.toplevel.fa_vs_GCF_000151425.1_ASM15142v1_genomic.fna_blast.xml
,5599,GCA_001642055.1,PRJNA342680,Alternaria alternata,strain=SRC1lrK2f,GCF_001642055.1,32990834,Alternaria_alternata_gca_001642055.Altal1.dna.toplevel.fa,GCF_001642055.1_Altal1_genomic.fna.gz, 32990834, 32990834,Alternaria_alternata_gca_001642055.Altal1.dna.toplevel.fa_vs_GCF_001642055.1_Altal1_genomic.fna_blast.xml
,5599,GCA_004154755.1,PRJNA342680,Alternaria alternata,strain=SRC1lrK2f,GCF_001642055.1,32990834,Alternaria_alternata_gca_004154755.ASM415475v1.dna.toplevel.fa,GCF_001642055.1_Altal1_genomic.fna.gz, 35633396, 32990834,Alternaria_alternata_gca_004154755.ASM415475v1.dna.toplevel.fa_vs_GCF_001642055.1_Altal1_genomic.fna_blast.xml
,563466,GCA_000732125.1,PRJNA319335,Scedosporium apiospermum,strain=IHEM 14462,GCF_000732125.1,43437139,Scedosporium_apiospermum_gca_000732125.ScApio1.0.dna.toplevel.fa,GCF_000732125.1_ScApio1.0_genomic.fna.gz, 43437139, 43437139,Scedosporium_apiospermum_gca_000732125.ScApio1.0.dna.toplevel.fa_vs_GCF_000732125.1_ScApio1.0_genomic.fna_blast.xml
,56646,GCA_900007375.1,PRJNA1120880,Fusarium venenatum,strain=MPI-CAGE-CH-0201,GCF_020744135.1,37452605,Fusarium_venenatum_gca_900007375.ASM90000737v1.dna.toplevel.fa,GCF_020744135.1_Fusven1_genomic.fna.gz, 38660186, 37452605,Fusarium_venenatum_gca_900007375.ASM90000737v1.dna.toplevel.fa_vs_GCF_020744135.1_Fusven1_genomic.fna_blast.xml
,569365,GCA_000835495.1,PRJNA326656,Cladophialophora immunda,strain=CBS 83496,GCF_000835495.1,43029152,Cladophialophora_immunda_gca_000835495.Clad_immu_CBS83496_V1.dna.toplevel.fa,GCF_000835495.1_Clad_immu_CBS83496_V1_genomic.fna.gz, 43029152, 43029152,Cladophialophora_immunda_gca_000835495.Clad_immu_CBS83496_V1.dna.toplevel.fa_vs_GCF_000835495.1_Clad_immu_CBS83496_V1_genomic.fna_blast.xml
,573729,GCA_000226095.1,PRJNA79339,Thermothelomyces thermophilus ATCC 42464,strain=ATCC 42464,GCF_000226095.1,38744216,Thermothelomyces_thermophilus_atcc_42464_gca_000226095.ASM22609v1.dna.toplevel.fa,GCF_000226095.1_ASM22609v1_genomic.fna.gz, 38744216, 38744216,Thermothelomyces_thermophilus_atcc_42464_gca_000226095.ASM22609v1.dna.toplevel.fa_vs_GCF_000226095.1_ASM22609v1_genomic.fna_blast.xml
,573826,GCA_000026945.1,PRJNA38659,Candida dubliniensis CD36,strain=CD36,GCF_000026945.1,14618422,Candida_dubliniensis_cd36_gca_000026945.ASM2694v1.dna.toplevel.fa,GCF_000026945.1_ASM2694v1_genomic.fna.gz, 14618422, 14618422,Candida_dubliniensis_cd36_gca_000026945.ASM2694v1.dna.toplevel.fa_vs_GCF_000026945.1_ASM2694v1_genomic.fna_blast.xml
,574789,GCA_010093595.1,PRJNA625774,Mytilinidion resinicola,strain=CBS 304.34,GCF_010093595.1,47275052,Mytilinidion_resinicola_gca_010093595.Mytre1.dna.toplevel.fa,GCF_010093595.1_Mytre1_genomic.fna.gz, 47275052, 47275052,Mytilinidion_resinicola_gca_010093595.Mytre1.dna.toplevel.fa_vs_GCF_010093595.1_Mytre1_genomic.fna_blast.xml
,578455,GCA_000226115.1,PRJNA79337,Thermothielavioides terrestris NRRL 8126,strain=NRRL 8126,GCF_000226115.1,36912256,Thermothielavioides_terrestris_nrrl_8126_gca_000226115.ASM22611v1.dna.toplevel.fa,GCF_000226115.1_ASM22611v1_genomic.fna.gz, 36912256, 36912256,Thermothielavioides_terrestris_nrrl_8126_gca_000226115.ASM22611v1.dna.toplevel.fa_vs_GCF_000226115.1_ASM22611v1_genomic.fna_blast.xml
,578456,GCA_000271645.1,PRJNA225529,Tremella mesenterica DSM 1558,strain=Fries,GCF_000271645.1,28639919,Tremella_mesenterica_dsm_1558_gca_000271645.Treme1.dna.toplevel.fa,GCF_000271645.1_Treme1_genomic.fna.gz, 28639919, 28639919,Tremella_mesenterica_dsm_1558_gca_000271645.Treme1.dna.toplevel.fa_vs_GCF_000271645.1_Treme1_genomic.fna_blast.xml
,578457,GCA_000218685.1,PRJNA225516,Serpula lacrymans var. lacrymans S7.9,strain=S7.9,GCF_000218685.1,42797233,Serpula_lacrymans_var_lacrymans_s7_9_gca_000218685.v1.0.dna.toplevel.fa,GCF_000218685.1_v1.0_genomic.fna.gz, 42797233, 42797233,Serpula_lacrymans_var_lacrymans_s7_9_gca_000218685.v1.0.dna.toplevel.fa_vs_GCF_000218685.1_v1.0_genomic.fna_blast.xml
,578458,GCA_000143185.2,PRJNA51487,Schizophyllum commune H4-8,strain=H4-8,GCF_000143185.2,38670379,Schizophyllum_commune.GCA000143185v2.dna.toplevel.fa,GCF_000143185.2_Schco3_genomic.fna.gz, 38670379, 38670379,Schizophyllum_commune.GCA000143185v2.dna.toplevel.fa_vs_GCF_000143185.2_Schco3_genomic.fna_blast.xml
,578459,GCA_001329695.1,PRJNA342700,Rhodotorula graminis WP1,strain=WP1,GCF_001329695.1,21013998,Rhodotorula_graminis_wp1_gca_001329695.Rhoba1_1.dna.toplevel.fa,GCF_001329695.1_Rhoba1_1_genomic.fna.gz, 21013998, 21013998,Rhodotorula_graminis_wp1_gca_001329695.Rhoba1_1.dna.toplevel.fa_vs_GCF_001329695.1_Rhoba1_1_genomic.fna_blast.xml
,58853,GCA_003025115.1,PRJNA453598,Trichoderma citrinoviride,strain=TUCIM 6016,GCF_003025115.1,33215161,Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.dna.toplevel.fa,GCF_003025115.1_Trici_v4.0_genomic.fna.gz, 33215161, 33215161,Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.dna.toplevel.fa_vs_GCF_003025115.1_Trici_v4.0_genomic.fna_blast.xml
,588596,GCA_001593125.1,PRJNA1128271,Rhizophagus irregularis,na,GCF_026210795.1,146773001,Rhizophagus_irregularis_gca_001593125.ASM159312v1.dna.toplevel.fa,GCF_026210795.1_ASM2621079v1_genomic.fna.gz, 125353551, 146773001,Rhizophagus_irregularis_gca_001593125.ASM159312v1.dna.toplevel.fa_vs_GCF_026210795.1_ASM2621079v1_genomic.fna_blast.xml
,588596,GCA_001593155.1,PRJNA1128271,Rhizophagus irregularis,na,GCF_026210795.1,146773001,Rhizophagus_irregularis_gca_001593155.ASM159315v1.dna.toplevel.fa,GCF_026210795.1_ASM2621079v1_genomic.fna.gz, 122873294, 146773001,Rhizophagus_irregularis_gca_001593155.ASM159315v1.dna.toplevel.fa_vs_GCF_026210795.1_ASM2621079v1_genomic.fna_blast.xml
,588596,GCA_001593205.1,PRJNA1128271,Rhizophagus irregularis,na,GCF_026210795.1,146773001,Rhizophagus_irregularis_gca_001593205.ASM159320v1.dna.toplevel.fa,GCF_026210795.1_ASM2621079v1_genomic.fna.gz, 131334864, 146773001,Rhizophagus_irregularis_gca_001593205.ASM159320v1.dna.toplevel.fa_vs_GCF_026210795.1_ASM2621079v1_genomic.fna_blast.xml
,588596,GCA_001593145.1,PRJNA1128271,Rhizophagus irregularis,na,GCF_026210795.1,146773001,Rhizophagus_irregularis_gca_001593145.ASM159314v1.dna.toplevel.fa,GCF_026210795.1_ASM2621079v1_genomic.fna.gz, 138327084, 146773001,Rhizophagus_irregularis_gca_001593145.ASM159314v1.dna.toplevel.fa_vs_GCF_026210795.1_ASM2621079v1_genomic.fna_blast.xml
,58919,GCA_003144115.1,PRJNA480019,Tilletiopsis washingtonensis,strain=MCA 4186,GCF_003144115.1,18761941,Tilletiopsis_washingtonensis_gca_003144115.Tilwa1.dna.toplevel.fa,GCF_003144115.1_Tilwa1_genomic.fna.gz, 18761941, 18761941,Tilletiopsis_washingtonensis_gca_003144115.Tilwa1.dna.toplevel.fa_vs_GCF_003144115.1_Tilwa1_genomic.fna_blast.xml
,597362,GCA_000300555.1,PRJNA242539,Agaricus bisporus var. burnettii JB137-S8,strain=JB137-s8,GCF_000300555.1,32614392,Agaricus_bisporus_var_burnettii_jb137_s8_gca_000300555.Agabi_varbur_1.dna.toplevel.fa,GCF_000300555.1_Agabi_varbur_1_genomic.fna.gz, 32614392, 32614392,Agaricus_bisporus_var_burnettii_jb137_s8_gca_000300555.Agabi_varbur_1.dna.toplevel.fa_vs_GCF_000300555.1_Agabi_varbur_1_genomic.fna_blast.xml
,60172,GCA_002072235.1,PRJNA973687,Penicillium solitum,strain=IBT 25940,GCF_028829755.1,33256298,Penicillium_solitum_gca_002072235.ASM207223v1.dna.toplevel.fa,GCF_028829755.1_ASM2882975v1_genomic.fna.gz, 33213390, 33256298,Penicillium_solitum_gca_002072235.ASM207223v1.dna.toplevel.fa_vs_GCF_028829755.1_ASM2882975v1_genomic.fna_blast.xml
,61420,GCA_009193585.1,PRJNA602440,Aspergillus caelatus,strain=CBS 763.97,GCF_009193585.1,40016351,Aspergillus_caelatus_gca_009193585.Aspcae1.dna.toplevel.fa,GCF_009193585.1_Aspcae1_genomic.fna.gz, 40016351, 40016351,Aspergillus_caelatus_gca_009193585.Aspcae1.dna.toplevel.fa_vs_GCF_009193585.1_Aspcae1_genomic.fna_blast.xml
,619300,GCA_000223485.1,PRJNA225527,Spathaspora passalidarum NRRL Y-27907,strain=NRRL Y-27907,GCF_000223485.1,13182099,Spathaspora_passalidarum_nrrl_y_27907_gca_000223485.Spathaspora_passalidarum_v2.0.dna.toplevel.fa,GCF_000223485.1_Spathaspora_passalidarum_v2.0_genomic.fna.gz, 13182099, 13182099,Spathaspora_passalidarum_nrrl_y_27907_gca_000223485.Spathaspora_passalidarum_v2.0.dna.toplevel.fa_vs_GCF_000223485.1_Spathaspora_passalidarum_v2.0_genomic.fna_blast.xml
,645134,GCA_000182565.2,PRJNA319336,Spizellomyces punctatus DAOM BR117,strain=DAOM BR117,GCF_000182565.1,24131112,Spizellomyces_punctatus_daom_br117_gca_000182565.S_punctatus_V1.dna.toplevel.fa,GCF_000182565.1_S_punctatus_V1_genomic.fna.gz, 24131112, 24131112,Spizellomyces_punctatus_daom_br117_gca_000182565.S_punctatus_V1.dna.toplevel.fa_vs_GCF_000182565.1_S_punctatus_V1_genomic.fna_blast.xml
,64571,GCA_002105155.1,PRJNA396744,Lobosporangium transversale,strain=NRRL 3116,GCF_002105155.1,42768949,Lobosporangium_transversale_gca_002105155.Lobtra1.dna.toplevel.fa,GCF_002105155.1_Lobtra1_genomic.fna.gz, 42768949, 42768949,Lobosporangium_transversale_gca_002105155.Lobtra1.dna.toplevel.fa_vs_GCF_002105155.1_Lobtra1_genomic.fna_blast.xml
,650164,GCA_000300595.1,PRJNA242544,Phanerochaete carnosa HHB-10118-sp,strain=HHB-10118-sp,GCF_000300595.1,46293325,Phanerochaete_carnosa_hhb_10118_sp_gca_000300595.Phanerochaete_carnosa_HHB-10118-Sp_v1.0.dna.toplevel.fa,GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0_genomic.fna.gz, 46293325, 46293325,Phanerochaete_carnosa_hhb_10118_sp_gca_000300595.Phanerochaete_carnosa_HHB-10118-Sp_v1.0.dna.toplevel.fa_vs_GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0_genomic.fna_blast.xml
,655844,GCA_000187425.2,PRJNA245140,Metarhizium robertsii ARSEF 23,strain=ARSEF 23,GCF_000187425.2,41656800,Metarhizium_anisopliae_arsef_23_gca_000187425.MAA_2.0.dna.toplevel.fa,GCF_000187425.2_MAA_2.0_genomic.fna.gz, 41656800, 41656800,Metarhizium_anisopliae_arsef_23_gca_000187425.MAA_2.0.dna.toplevel.fa_vs_GCF_000187425.2_MAA_2.0_genomic.fna_blast.xml
,655863,GCA_000143105.2,PRJNA264104,Grosmannia clavigera kw1407,strain=kw1407,GCF_000143105.1,29794006,Grosmannia_clavigera_kw1407_gca_000143105.Sanger-454-IlluminaPA_2.0.dna.toplevel.fa,GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.fna.gz, 29794006, 29794006,Grosmannia_clavigera_kw1407_gca_000143105.Sanger-454-IlluminaPA_2.0.dna.toplevel.fa_vs_GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.fna_blast.xml
,655981,GCA_001641265.1,PRJNA342683,Pseudogymnoascus destructans,strain=20631-21,GCF_001641265.1,35818201,Pseudogymnoascus_destructans_gca_001641265.ASM164126v1.dna.toplevel.fa,GCF_001641265.1_ASM164126v1_genomic.fna.gz, 35818201, 35818201,Pseudogymnoascus_destructans_gca_001641265.ASM164126v1.dna.toplevel.fa_vs_GCF_001641265.1_ASM164126v1_genomic.fna_blast.xml
,660027,GCA_000271705.2,PRJNA950323,Fusarium oxysporum Fo47,strain=Fo47,GCF_013085055.1,50358849,Fusarium_oxysporum_fo47_gca_000271705.FO_Fo47_V1.dna.toplevel.fa,GCF_013085055.1_ASM1308505v1_genomic.fna.gz, 49664628, 50358849,Fusarium_oxysporum_fo47_gca_000271705.FO_Fo47_V1.dna.toplevel.fa_vs_GCF_013085055.1_ASM1308505v1_genomic.fna_blast.xml
,660027,GCA_013085055.1,PRJNA950323,Fusarium oxysporum Fo47,strain=Fo47,GCF_013085055.1,50358849,Fusarium_oxysporum_fo47_gca_013085055.ASM1308505v1.dna.toplevel.fa,GCF_013085055.1_ASM1308505v1_genomic.fna.gz, 50358849, 50358849,Fusarium_oxysporum_fo47_gca_013085055.ASM1308505v1.dna.toplevel.fa_vs_GCF_013085055.1_ASM1308505v1_genomic.fna_blast.xml
,663202,GCA_000151505.1,PRJNA51485,Trichophyton verrucosum HKI 0517,strain=HKI 0517,GCF_000151505.1,22540967,Trichophyton_verrucosum_hki_0517_gca_000151505.ASM15150v1.dna.toplevel.fa,GCF_000151505.1_ASM15150v1_genomic.fna.gz, 22540967, 22540967,Trichophyton_verrucosum_hki_0517_gca_000151505.ASM15150v1.dna.toplevel.fa_vs_GCF_000151505.1_ASM15150v1_genomic.fna_blast.xml
,663331,GCA_000151125.2,PRJNA51431,Trichophyton benhamiae CBS 112371,strain=CBS 112371,GCF_000151125.1,22224160,Trichophyton_benhamiae_cbs_112371_gca_000151125.ASM15112v2.dna.toplevel.fa,GCF_000151125.1_ASM15112v2_genomic.fna.gz, 22224160, 22224160,Trichophyton_benhamiae_cbs_112371_gca_000151125.ASM15112v2.dna.toplevel.fa_vs_GCF_000151125.1_ASM15112v2_genomic.fna_blast.xml
,665079,GCA_001857865.1,PRJNA20263,Sclerotinia sclerotiorum 1980 UF-70,strain=1980,GCF_000146945.2,38330312,Sclerotinia_sclerotiorum_1980_uf_70_gca_001857865.ASM185786v1.dna.toplevel.fa,GCF_000146945.2_ASM14694v2_genomic.fna.gz, 38906597, 38459164,Sclerotinia_sclerotiorum_1980_uf_70_gca_001857865.ASM185786v1.dna.toplevel.fa_vs_GCF_000146945.2_ASM14694v2_genomic.fna_blast.xml
,665912,GCA_000338995.1,PRJNA245122,Bipolaris sorokiniana ND90Pr,strain=ND90Pr,GCF_000338995.1,34409167,Bipolaris_sorokiniana_nd90pr_gca_000338995.Cocsa1.dna.toplevel.fa,GCF_000338995.1_Cocsa1_genomic.fna.gz, 34409167, 34409167,Bipolaris_sorokiniana_nd90pr_gca_000338995.Cocsa1.dna.toplevel.fa_vs_GCF_000338995.1_Cocsa1_genomic.fna_blast.xml
,670483,GCA_000344685.1,PRJNA245137,Gloeophyllum trabeum ATCC 11539,strain=ATCC 11539,GCF_000344685.1,37178225,Gloeophyllum_trabeum_atcc_11539_gca_000344685.Glotr1_1.dna.toplevel.fa,GCF_000344685.1_Glotr1_1_genomic.fna.gz, 37178225, 37178225,Gloeophyllum_trabeum_atcc_11539_gca_000344685.Glotr1_1.dna.toplevel.fa_vs_GCF_000344685.1_Glotr1_1_genomic.fna_blast.xml
,670580,GCA_002117355.1,PRJNA445945,Postia placenta MAD-698-R-SB12,strain=MAD-698-R-SB12,GCF_002117355.1,42452888,Postia_placenta_mad_698_r_sb12_gca_002117355.PosplRSB12_1.dna.toplevel.fa,GCF_002117355.1_PosplRSB12_1_genomic.fna.gz, 42452888, 42452888,Postia_placenta_mad_698_r_sb12_gca_002117355.PosplRSB12_1.dna.toplevel.fa_vs_GCF_002117355.1_PosplRSB12_1_genomic.fna_blast.xml
,671144,GCA_000263375.1,PRJNA225533,Wallemia mellicola CBS 633.66,strain=CBS 633.66,GCF_000263375.1,9815586,Wallemia_mellicola_cbs_633_66_gca_000263375.Wallemia_sebi_v1.0.dna.toplevel.fa,GCF_000263375.1_Wallemia_sebi_v1.0_genomic.fna.gz, 9815586, 9815586,Wallemia_mellicola_cbs_633_66_gca_000263375.Wallemia_sebi_v1.0.dna.toplevel.fa_vs_GCF_000263375.1_Wallemia_sebi_v1.0_genomic.fna_blast.xml
,671987,GCA_000359705.1,PRJNA245152,Exserohilum turcica Et28A,strain=Et28A,GCF_000359705.1,43013545,Exserohilum_turcica_et28a_gca_000359705.Setospaeria_trucica_Et28A_v1.0.dna.toplevel.fa,GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0_genomic.fna.gz, 43013545, 43013545,Exserohilum_turcica_et28a_gca_000359705.Setospaeria_trucica_Et28A_v1.0.dna.toplevel.fa_vs_GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0_genomic.fna_blast.xml
,683960,GCA_001661255.1,PRJNA352844,Wickerhamomyces anomalus NRRL Y-366-8,strain=NRRL Y-366-8,GCF_001661255.1,14145566,Wickerhamomyces_anomalus_nrrl_y_366_8_gca_001661255.Wican1.dna.toplevel.fa,GCF_001661255.1_Wican1_genomic.fna.gz, 14145566, 14145566,Wickerhamomyces_anomalus_nrrl_y_366_8_gca_001661255.Wican1.dna.toplevel.fa_vs_GCF_001661255.1_Wican1_genomic.fna_blast.xml
,684364,GCA_000203795.1,PRJNA225502,Batrachochytrium dendrobatidis JAM81,strain=JAM81,GCF_000203795.2,23810896,Batrachochytrium_dendrobatidis_jam81_gca_000203795.v1.0.dna.toplevel.fa,GCF_000203795.2_v1.1_genomic.fna.gz, 24315081, 23810896,Batrachochytrium_dendrobatidis_jam81_gca_000203795.v1.0.dna.toplevel.fa_vs_GCF_000203795.2_v1.1_genomic.fna_blast.xml
